ind,origin,destination,flow
5876,u21,u15,18.0
5877,s12,i17,101.0
5878,r06,r26,66.0
5879,i17,i00,135.0
5880,f18,r26,48.0
5881,m14,m09,331.0
5882,i05,p02,21.0
5883,s05,s00,5.0
5884,m23,m02,7.0
5885,p13,k15,2.0
5886,u05,h08,6681.0
5887,p05,k05,5.0
5888,h01,u25,6.0
5889,v02,j00,63.0
5890,i14,i02,521.0
5891,g00,g08,545.0
5892,p15,p05,5.0
5893,t06,p25,2.0
5894,m07,m20,929.0
5895,f25,f10,4.0
5896,e00,e08,365.0
5897,i04,i02,176.0
5898,k13,p05,21.0
5899,e03,e07,417.0
5900,b03,b06,213.0
5901,f26,f02,15.0
5902,q05,h03,255.0
5903,u06,q02,28.0
5904,u07,h01,161.0
5905,h11,u26,4122.0
5906,h10,u15,155.0
5907,g03,r01,79.0
5908,k15,p25,4.0
5909,r22,r28,15.0
5910,m02,l04,102.0
5911,a12,a04,2944.0
5912,r28,r20,2.0
5913,m24,l04,159.0
5914,b01,h07,35.0
5915,f12,g01,107.0
5916,r32,r18,18.0
5917,r27,r15,15.0
5918,v08,v11,4.0
5919,p24,i05,75.0
5920,i09,t05,176.0
5921,s08,s12,14.0
5922,b03,b04,514.0
5923,r06,g03,77.0
5924,m29,m05,3.0
5925,g07,f08,14.0
5926,p21,p14,9.0
5927,u28,a12,28.0
5928,i01,i20,7.0
5929,r15,g08,31.0
5930,r08,r31,14.0
5931,a02,u23,65.0
5932,h03,u03,7.0
5933,h05,u16,33.0
5934,g01,r18,28.0
5935,i05,p14,7.0
5936,q04,u03,694.0
5937,e16,e16,34535.0
5938,i03,t03,403.0
5939,r25,f23,1.0
5940,p10,n10,1.0
5941,g10,r32,4.0
5942,b05,b11,317.0
5943,n04,k14,41.0
5944,t04,p22,143.0
5945,a02,a06,68.0
5946,a10,a04,1334.0
5947,s07,i05,263.0
5948,g09,f08,296.0
5949,a10,v10,12.0
5950,r13,r06,9.0
5951,u28,u20,6.0
5952,f25,f22,395.0
5953,l05,m27,47.0
5954,i03,e13,8.0
5955,n15,n00,30.0
5956,n11,k19,4.0
5957,m09,m29,2102.0
5958,p22,t01,445.0
5959,f17,r24,28.0
5960,j01,a06,13.0
5961,m01,l00,257.0
5962,r23,f13,36.0
5963,u23,u20,33.0
5964,p25,s09,44.0
5965,h08,u17,1296.0
5966,v00,a02,12.0
5967,d00,n04,3984.0
5968,t04,p06,22.0
5969,r12,g03,194.0
5970,m19,l01,641.0
5971,b10,b04,1098.0
5972,p24,p07,64.0
5973,h09,a09,176.0
5974,f12,f10,7.0
5975,m06,d01,33.0
5976,u00,q05,121.0
5977,p21,t06,71.0
5978,s10,k13,12.0
5979,a11,u05,631.0
5980,j02,e00,277.0
5981,n00,d01,241.0
5982,h07,u12,5.0
5983,k15,s06,3.0
5984,m26,m01,63.0
5985,r23,f22,125.0
5986,p22,s09,198.0
5987,p04,p23,15.0
5988,s05,s02,14.0
5989,g06,f01,65.0
5990,u14,a03,129.0
5991,u21,h04,530.0
5992,s02,s06,3.0
5993,u27,h08,25.0
5994,u18,h02,1432.0
5995,m26,m12,4.0
5996,f12,f00,4.0
5997,m07,d01,273.0
5998,f20,g09,307.0
5999,u02,u03,306.0
6000,p00,i07,5.0
6001,f03,f15,50.0
6002,m24,m09,1060.0
6003,f11,m09,221.0
6004,l03,f12,11.0
6005,q00,q05,777.0
6006,f20,f01,1724.0
6007,p02,t07,62.0
6008,f17,r26,98.0
6009,u15,u13,342.0
6010,n06,k15,3.0
6011,h00,h03,2719.0
6012,m10,f05,10.0
6013,r19,f18,15.0
6014,i06,t07,78.0
6015,f13,g04,185.0
6016,g01,f11,61.0
6017,l02,m16,16.0
6018,b02,b00,39.0
6019,m01,m04,314.0
6020,f23,l04,15.0
6021,i09,p07,188.0
6022,f12,r17,9.0
6023,i04,p02,13.0
6024,f11,f07,67.0
6025,f07,m19,15.0
6026,m00,m27,59.0
6027,g07,f06,196.0
6028,u13,h07,1174.0
6029,p17,i18,15.0
6030,h05,h11,744.0
6031,a03,h02,14.0
6032,e14,e02,213.0
6033,p00,p18,14.0
6034,i14,p02,8.0
6035,t03,i19,292.0
6036,n10,k17,5.0
6037,f14,f17,4.0
6038,f14,f15,73.0
6039,f18,f25,76.0
6040,i05,p17,48.0
6041,j00,v01,1114.0
6042,i06,i18,734.0
6043,u17,u15,370.0
6044,f17,f13,292.0
6045,k19,k05,7.0
6046,u26,a09,142.0
6047,u24,u16,2.0
6048,r01,r17,602.0
6049,u09,a04,288.0
6050,p24,i03,3.0
6051,t01,i15,166.0
6052,f06,f06,100678.0
6053,t02,i18,100.0
6054,c04,c10,191.0
6055,m16,m21,20.0
6056,q02,u00,44.0
6057,p13,p06,839.0
6058,c04,c03,28.0
6059,k10,k03,16.0
6060,m00,m30,3.0
6061,g04,r08,6.0
6062,r19,g02,23.0
6063,h11,q02,201.0
6064,m07,n12,34.0
6065,i12,i18,99.0
6066,f12,f19,1.0
6067,r18,g00,147.0
6068,f22,f16,866.0
6069,m15,m04,170.0
6070,i12,t03,196.0
6071,u11,q00,27.0
6072,i01,p01,2.0
6073,r24,r00,1.0
6074,m04,m03,2.0
6075,f26,f13,127.0
6076,u20,u23,40.0
6077,p00,i16,10.0
6078,r09,r25,1.0
6079,e08,v06,49.0
6080,n15,m24,12.0
6081,h10,u14,371.0
6082,q06,q00,1300.0
6083,e00,v11,1.0
6084,r16,r32,117.0
6085,i06,i13,156.0
6086,p22,p13,105.0
6087,g04,f04,465.0
6088,g10,g01,2034.0
6089,n15,m20,781.0
6090,v00,e04,29.0
6091,m27,m06,68.0
6092,u22,h05,4166.0
6093,u23,h00,8241.0
6094,t03,i14,172.0
6095,p23,p01,19.0
6096,f18,g07,35.0
6097,e03,i12,7.0
6098,u17,u10,6466.0
6099,m24,l03,439.0
6100,b00,b03,3906.0
6101,r26,r32,156.0
6102,m03,f01,9.0
6103,a11,a10,2277.0
6104,g02,f14,74.0
6105,i12,i02,64.0
6106,r24,g02,36.0
6107,h02,u14,456.0
6108,f14,g05,32.0
6109,k15,k04,461.0
6110,u21,a00,31.0
6111,n07,n02,383.0
6112,e11,e04,753.0
6113,i03,e12,104.0
6114,m07,n16,9.0
6115,p17,i07,28.0
6116,p24,p24,34497.0
6117,v08,v09,4.0
6118,r19,g08,21.0
6119,s08,p24,2.0
6120,i20,i14,11.0
6121,f18,r16,11.0
6122,p09,p13,27.0
6123,p12,p09,23.0
6124,p17,t05,78.0
6125,p04,p03,42.0
6126,v03,v05,1498.0
6127,t00,p24,25.0
6128,l06,m17,21.0
6129,v05,v06,1120.0
6130,v01,v09,7.0
6131,s03,p25,3.0
6132,k04,k13,329.0
6133,m28,m15,116.0
6134,i00,p07,10.0
6135,p04,k02,2.0
6136,p22,p11,671.0
6137,u07,h03,114.0
6138,r15,g05,50.0
6139,l00,f14,19.0
6140,f22,f14,214.0
6141,i14,t06,269.0
6142,g01,f20,500.0
6143,m07,m28,7.0
6144,s11,p20,16.0
6145,u23,u04,11.0
6146,h09,u21,489.0
6147,l01,m17,75.0
6148,u25,h09,176.0
6149,i04,t02,2744.0
6150,k05,n10,13.0
6151,i01,i09,782.0
6152,e05,i02,4296.0
6153,f20,f00,252.0
6154,m26,m26,6690.0
6155,n02,m27,6.0
6156,k03,k05,200.0
6157,f02,m10,12.0
6158,m26,m14,21.0
6159,u00,u20,366.0
6160,g09,r17,527.0
6161,n05,m18,1.0
6162,l02,m29,202.0
6163,f20,r23,16.0
6164,h11,h11,184874.0
6165,u05,u22,11236.0
6166,q03,q04,244.0
6167,r01,r18,343.0
6168,h08,u08,11.0
6169,v01,v12,95.0
6170,n07,n08,54.0
6171,m09,m17,216.0
6172,i05,t07,3376.0
6173,n04,n07,205.0
6174,e12,t05,41.0
6175,n13,k17,6.0
6176,f15,m00,23.0
6177,m29,f23,6.0
6178,f01,g06,74.0
6179,a08,a03,864.0
6180,q04,h02,171.0
6181,r06,r03,24.0
6182,i19,e12,31.0
6183,r27,f17,28.0
6184,u07,u04,5.0
6185,m08,n02,7.0
6186,u23,h04,12685.0
6187,f16,r19,47.0
6188,k13,k03,182.0
6189,p17,p07,1116.0
6190,r22,r18,1.0
6191,i13,i14,97.0
6192,f04,m00,31.0
6193,b08,b10,3704.0
6194,i00,i05,554.0
6195,c10,c10,94208.0
6196,f18,f22,1831.0
6197,p18,p24,82.0
6198,s07,s04,156.0
6199,t02,p06,40.0
6200,p08,p03,47.0
6201,h02,q06,12.0
6202,p20,p10,34.0
6203,l01,m23,298.0
6204,s10,k00,20.0
6205,m20,m29,220.0
6206,n15,m28,2.0
6207,f16,r26,78.0
6208,a08,v01,69.0
6209,r17,f06,1355.0
6210,n13,n13,22212.0
6211,s11,p11,20.0
6212,f03,l03,43.0
6213,p09,p09,25866.0
6214,h10,u03,117.0
6215,m25,m16,894.0
6216,p19,i10,1036.0
6217,j01,e15,1.0
6218,o10,o08,3.0
6219,t05,e12,8.0
6220,n11,m12,1.0
6221,r03,r23,14.0
6222,i05,t01,3503.0
6223,i02,t03,278.0
6224,j01,v03,82.0
6225,m07,n09,6.0
6226,h09,q04,28.0
6227,f14,g09,42.0
6228,i02,i13,669.0
6229,r07,r01,120.0
6230,k04,n17,10.0
6231,i01,p12,41.0
6232,m03,m04,4.0
6233,k10,k16,17.0
6234,g07,g02,260.0
6235,m28,n03,18.0
6236,n10,p16,1.0
6237,f10,f08,3.0
6238,v09,j00,112.0
6239,m09,m24,550.0
6240,i10,s03,10.0
6241,p00,p14,2.0
6242,u16,h10,33.0
6243,a06,v03,13.0
6244,p23,p17,24.0
6245,d01,n17,198.0
6246,p08,p13,22.0
6247,q03,u12,4.0
6248,a07,j01,124.0
6249,h06,a04,725.0
6250,p03,k02,2.0
6251,p14,s07,83.0
6252,n15,m06,357.0
6253,n04,k02,1.0
6254,a11,v01,520.0
6255,g08,f16,46.0
6256,f00,f25,178.0
6257,p11,i15,79.0
6258,u07,h06,886.0
6259,v00,j01,106.0
6260,u05,u21,2429.0
6261,a12,a05,27.0
6262,m04,m20,79.0
6263,t05,t01,956.0
6264,m30,m03,4.0
6265,u25,h07,57.0
6266,i13,t00,59.0
6267,q00,h10,380.0
6268,f01,l06,68.0
6269,t02,p24,20.0
6270,g02,f15,105.0
6271,i07,s00,4.0
6272,g01,r16,135.0
6273,f17,f20,60.0
6274,f13,r30,11.0
6275,u26,h02,1215.0
6276,h09,h08,528.0
6277,i20,e02,2.0
6278,m26,m20,28.0
6279,m15,m21,131.0
6280,i03,e02,2.0
6281,h08,a09,151.0
6282,p13,p01,115.0
6283,i11,i11,8653.0
6284,u05,h10,4202.0
6285,b07,b09,6.0
6286,q03,h02,160.0
6287,r07,r32,2.0
6288,m24,l00,268.0
6289,g03,r26,274.0
6290,m03,f15,5.0
6291,u04,h04,20.0
6292,s07,t02,468.0
6293,i09,i19,206.0
6294,f20,f13,71.0
6295,u15,u15,68444.0
6296,v00,v01,221.0
6297,m11,n11,19.0
6298,r27,r29,10.0
6299,e12,i05,41.0
6300,i07,i03,936.0
6301,k01,n08,2.0
6302,p08,p21,2.0
6303,n16,m11,13.0
6304,p25,k15,2.0
6305,q04,h06,604.0
6306,o01,o01,4044.0
6307,a01,u26,206.0
6308,k04,k04,59391.0
6309,h10,u10,223.0
6310,k18,d01,10.0
6311,f03,m09,44.0
6312,q00,q00,34973.0
6313,i19,i05,419.0
6314,n16,d01,109.0
6315,k00,n09,1.0
6316,u13,u08,61.0
6317,f08,r19,12.0
6318,p00,t03,51.0
6319,a08,j02,57.0
6320,f20,f23,5.0
6321,u10,h08,501.0
6322,v08,e00,33.0
6323,r20,r11,38.0
6324,f15,g04,52.0
6325,n06,k14,53.0
6326,t07,p19,452.0
6327,f01,g10,259.0
6328,p06,p12,2215.0
6329,v04,e11,6.0
6330,q02,h10,399.0
6331,i08,i01,69.0
6332,f07,f00,46.0
6333,i17,i01,130.0
6334,n14,f24,1.0
6335,p18,p03,369.0
6336,n05,m05,3.0
6337,k06,k14,4.0
6338,u18,u13,888.0
6339,e07,e05,83.0
6340,q06,q06,37890.0
6341,r24,g09,79.0
6342,i06,p07,6.0
6343,l04,f00,10.0
6344,e11,v11,9.0
6345,u07,u06,1.0
6346,n11,d00,911.0
6347,k19,d01,184.0
6348,t07,i05,958.0
6349,g03,g07,308.0
6350,m17,f15,13.0
6351,a04,h08,288.0
6352,h01,u19,95.0
6353,u07,u02,161.0
6354,u26,u26,108311.0
6355,t07,i07,758.0
6356,n12,m20,33.0
6357,f23,m14,2.0
6358,l03,m00,304.0
6359,k10,k17,167.0
6360,u05,h11,1545.0
6361,f10,f00,8.0
6362,p10,k18,1.0
6363,p11,p16,4.0
6364,u08,u20,59.0
6365,a01,a11,1877.0
6366,u10,u07,62.0
6367,k07,k02,232.0
6368,g04,f10,15.0
6369,i16,p00,5.0
6370,g08,f22,390.0
6371,i01,i08,9.0
6372,a04,a07,1108.0
6373,t07,i10,320.0
6374,r24,r30,189.0
6375,h07,a01,122.0
6376,r06,r17,348.0
6377,u02,u18,748.0
6378,r08,g06,32.0
6379,n01,d01,144.0
6380,f07,g02,296.0
6381,e10,v07,17.0
6382,i20,i04,1.0
6383,i20,t07,107.0
6384,r01,g06,58.0
6385,r03,f22,58.0
6386,r15,r03,21.0
6387,k19,k11,1.0
6388,m00,m09,996.0
6389,n10,p20,1.0
6390,v06,e15,1.0
6391,s07,p19,371.0
6392,o12,o12,19860.0
6393,f25,f23,7.0
6394,c04,c06,2.0
6395,i01,i18,26.0
6396,i14,i18,15.0
6397,p08,k10,8.0
6398,f09,r21,2.0
6399,i15,e12,10.0
6400,s09,p19,467.0
6401,d00,m20,217.0
6402,r19,r06,6.0
6403,q03,h11,99.0
6404,u12,h01,38.0
6405,e04,j01,607.0
6406,f17,f00,15.0
6407,m02,m09,281.0
6408,i10,t05,319.0
6409,r22,c14,1.0
6410,m17,m08,5.0
6411,u17,a01,3743.0
6412,i12,i19,115.0
6413,c10,c07,34.0
6414,r30,f23,3.0
6415,v11,e11,2.0
6416,k13,k18,8.0
6417,g09,f11,32.0
6418,u22,h07,1293.0
6419,p00,p22,87.0
6420,u12,q05,20.0
6421,u20,h05,54.0
6422,f08,f03,10.0
6423,g00,f15,241.0
6424,s07,p03,12.0
6425,p15,k10,3.0
6426,i03,i14,40.0
6427,u01,u19,17.0
6428,s07,s00,27.0
6429,k14,n00,2.0
6430,m04,l00,645.0
6431,t05,i03,26.0
6432,i14,i13,12.0
6433,f18,g08,324.0
6434,k02,k15,77.0
6435,t04,e12,10.0
6436,g10,r16,40.0
6437,f12,r24,4.0
6438,h07,u22,326.0
6439,f02,f26,12.0
6440,f10,f20,105.0
6441,p01,s07,6.0
6442,u01,u21,473.0
6443,n03,m06,13.0
6444,e10,v08,26.0
6445,k14,k07,351.0
6446,m28,m25,127.0
6447,f17,r06,2.0
6448,e16,e00,561.0
6449,m29,f12,1.0
6450,u27,u13,64.0
6451,d00,k00,18.0
6452,r17,r24,208.0
6453,v09,v06,218.0
6454,m18,m10,7.0
6455,g07,g09,570.0
6456,s00,s01,29.0
6457,v03,a00,14.0
6458,k02,s04,11.0
6459,h11,h04,4659.0
6460,r01,r16,172.0
6461,u01,v03,11.0
6462,v11,v01,32.0
6463,h08,a00,49.0
6464,o11,o09,43.0
6465,g06,g03,598.0
6466,l05,f01,46.0
6467,u20,u22,58.0
6468,m12,m08,28.0
6469,p09,k13,71.0
6470,i01,p13,5.0
6471,a00,h09,284.0
6472,u14,h00,1115.0
6473,u20,q01,179.0
6474,f18,r30,4.0
6475,m19,f08,11.0
6476,i04,p24,24.0
6477,u14,u07,15.0
6478,i10,p18,10.0
6479,n17,f24,1.0
6480,a01,u14,344.0
6481,a10,a09,216.0
6482,o03,o03,59880.0
6483,r03,r17,182.0
6484,r15,f22,84.0
6485,r25,r24,118.0
6486,p07,i14,88.0
6487,o05,o08,3.0
6488,k14,p15,2.0
6489,u07,u18,742.0
6490,p09,p14,102.0
6491,u13,h11,2215.0
6492,a04,u19,43.0
6493,p05,p14,27.0
6494,h00,u25,1.0
6495,a06,a03,254.0
6496,k14,n07,7.0
6497,p04,p02,441.0
6498,m14,m22,45.0
6499,p23,p24,6.0
6500,k03,k16,5.0
6501,i15,i00,505.0
6502,f15,m24,27.0
6503,k04,k00,33.0
6504,p03,p14,11.0
6505,m07,n00,7.0
6506,m21,m29,55.0
6507,v12,v03,630.0
6508,p21,p07,21.0
6509,r16,f22,322.0
6510,u08,u10,27.0
6511,f16,r18,65.0
6512,m22,m01,83.0
6513,g02,r32,1.0
6514,f25,m14,1.0
6515,p18,k05,5.0
6516,u21,h07,96.0
6517,g01,f06,2494.0
6518,t05,t04,1271.0
6519,l06,m22,458.0
6520,g04,g10,1179.0
6521,i03,i15,272.0
6522,n10,k00,41.0
6523,p19,p16,4.0
6524,r16,g09,202.0
6525,h10,u04,10.0
6526,u22,h09,8213.0
6527,f20,l03,86.0
6528,v05,a02,27.0
6529,m21,m25,305.0
6530,a09,h03,275.0
6531,k00,k17,45.0
6532,k16,n07,15.0
6533,m05,m23,60.0
6534,u25,b03,11.0
6535,a05,a02,571.0
6536,k00,n04,119.0
6537,m06,k19,1.0
6538,h03,u02,902.0
6539,u05,u16,11.0
6540,u23,q00,41.0
6541,u22,u23,11608.0
6542,n10,k16,4.0
6543,k15,p01,3.0
6544,u23,u17,1413.0
6545,u12,h08,14.0
6546,t01,i05,177.0
6547,j02,a06,37.0
6548,u07,h09,523.0
6549,t02,s07,147.0
6550,u21,a08,73.0
6551,h03,u21,790.0
6552,d00,n12,473.0
6553,u09,q01,14.0
6554,t03,i16,115.0
6555,p21,i05,104.0
6556,u28,u19,84.0
6557,p09,k14,4.0
6558,g05,g06,214.0
6559,g06,f16,41.0
6560,a00,h11,75.0
6561,v07,v01,460.0
6562,r02,r06,30.0
6563,h07,h03,744.0
6564,i12,t06,231.0
6565,m20,n11,51.0
6566,u27,u10,8.0
6567,r10,r11,435.0
6568,m12,m28,45.0
6569,p08,k07,29.0
6570,l03,l05,2891.0
6571,f04,f15,1038.0
6572,r24,f25,36.0
6573,u28,u08,4.0
6574,p01,p14,6.0
6575,b03,b11,1007.0
6576,s07,i15,606.0
6577,r27,f06,104.0
6578,t02,i03,171.0
6579,t00,i07,3200.0
6580,b10,b08,852.0
6581,m08,m12,54.0
6582,m21,n11,1.0
6583,e02,i03,2.0
6584,e13,e04,76.0
6585,a04,u15,305.0
6586,k07,k18,12.0
6587,i12,t02,367.0
6588,m11,m02,1.0
6589,p24,p03,18.0
6590,g04,r15,4.0
6591,u22,u13,2024.0
6592,h10,a01,337.0
6593,f23,l03,75.0
6594,h01,u06,10.0
6595,f04,r24,6.0
6596,u12,u09,22.0
6597,m27,m14,2.0
6598,m24,m08,13.0
6599,e05,i20,1.0
6600,u13,a04,703.0
6601,u18,h10,4354.0
6602,m04,m28,8.0
6603,p18,p07,11.0
6604,i17,i10,835.0
6605,r01,r15,54.0
6606,p23,p08,2.0
6607,f05,f08,80.0
6608,m15,l00,173.0
6609,l02,m25,29.0
6610,r24,m00,6.0
6611,u21,u09,120.0
6612,r18,g01,283.0
6613,u10,h06,1205.0
6614,a00,u23,109.0
6615,g00,f08,1713.0
6616,f03,l05,16.0
6617,h11,h01,2536.0
6618,p02,i17,31.0
6619,n02,n03,103.0
6620,k07,k17,137.0
6621,s04,s11,67.0
6622,e03,i07,23.0
6623,f11,f04,653.0
6624,m08,m11,46.0
6625,f25,l06,4.0
6626,m15,m11,8.0
6627,k04,n01,5.0
6628,u10,h04,1523.0
6629,s10,s04,143.0
6630,m30,l04,53.0
6631,a02,a05,127.0
6632,m12,m15,23.0
6633,h05,q03,64.0
6634,q05,u19,10.0
6635,r26,f13,44.0
6636,r08,r16,111.0
6637,u16,h09,10.0
6638,i16,t03,616.0
6639,e00,v05,237.0
6640,u08,q06,12.0
6641,n16,m20,741.0
6642,m00,f04,80.0
6643,b04,b04,39970.0
6644,i20,i01,19.0
6645,k15,p09,10.0
6646,h07,u23,164.0
6647,n00,k08,9.0
6648,s02,s02,13704.0
6649,p13,p25,20.0
6650,b01,u27,4.0
6651,v07,e17,1.0
6652,j00,v02,14.0
6653,a12,j00,113.0
6654,h03,q05,103.0
6655,r18,g02,50.0
6656,g05,f25,90.0
6657,u16,u23,8.0
6658,p00,p24,20.0
6659,t07,i02,91.0
6660,e07,t01,56.0
6661,s09,p01,2.0
6662,i10,i17,697.0
6663,i14,p07,45.0
6664,k13,p01,3.0
6665,u02,u04,8.0
6666,f25,m22,63.0
6667,m01,m11,21.0
6668,h09,q03,64.0
6669,b08,b06,657.0
6670,m30,m15,1.0
6671,m15,m30,7.0
6672,l03,m10,56.0
6673,h06,u15,139.0
6674,k10,k15,76.0
6675,v09,a05,1.0
6676,n11,m01,10.0
6677,p17,i17,98.0
6678,r27,f18,15.0
6679,s07,k15,2.0
6680,f18,f04,70.0
6681,i15,t07,2379.0
6682,l05,m25,33.0
6683,e10,e03,83.0
6684,r00,r01,5.0
6685,h00,u02,747.0
6686,t06,p17,33.0
6687,u04,u24,18.0
6688,i10,p11,28.0
6689,a10,a01,318.0
6690,k00,p20,4.0
6691,s09,s04,66.0
6692,d01,n00,89.0
6693,e17,e17,3519.0
6694,o06,o06,10048.0
6695,v02,v02,6968.0
6696,f20,f16,44.0
6697,i04,i07,75.0
6698,u14,h05,189.0
6699,h01,h10,4670.0
6700,t01,p24,4.0
6701,e12,t00,122.0
6702,f22,f17,831.0
6703,o12,o09,246.0
6704,b06,u16,1.0
6705,d00,n09,213.0
6706,r21,f06,23.0
6707,i04,i17,181.0
6708,n01,k17,7.0
6709,r06,r07,36.0
6710,e03,e05,31.0
6711,e07,t07,31.0
6712,n10,n04,1032.0
6713,i14,i05,100.0
6714,u23,u26,942.0
6715,h11,q01,21.0
6716,a05,v04,2.0
6717,m04,m24,60.0
6718,i20,i18,58.0
6719,f22,r17,1129.0
6720,q03,u04,1.0
6721,i17,p12,5.0
6722,g07,f20,15.0
6723,p04,p22,2840.0
6724,i12,e02,15.0
6725,a07,v02,8.0
6726,p14,p25,405.0
6727,m27,m19,21.0
6728,l05,m22,608.0
6729,f08,r02,4.0
6730,u08,u19,66.0
6731,q01,h10,900.0
6732,g09,r02,51.0
6733,p13,i10,84.0
6734,e14,e15,2.0
6735,u18,u07,857.0
6736,u24,u21,856.0
6737,p14,p13,33.0
6738,p14,p21,12.0
6739,h07,h07,79439.0
6740,m03,f11,4.0
6741,b11,u27,3.0
6742,r32,r16,512.0
6743,u21,a12,19.0
6744,p10,p20,35.0
6745,m22,m03,17.0
6746,n04,k17,8.0
6747,k18,k17,180.0
6748,m16,l03,200.0
6749,n01,n13,8.0
6750,i04,i10,949.0
6751,m06,m16,2.0
6752,m19,l04,475.0
6753,g08,f11,3.0
6754,p20,s03,41.0
6755,u10,a05,3.0
6756,k03,p11,31.0
6757,u27,h02,20.0
6758,m21,m01,66.0
6759,u03,h07,296.0
6760,n13,m20,55.0
6761,r01,r06,172.0
6762,m17,m06,34.0
6763,p16,s07,9.0
6764,u03,q00,499.0
6765,r19,r30,18.0
6766,p04,p21,8.0
6767,f01,f17,110.0
6768,l03,l00,783.0
6769,v08,j01,206.0
6770,m05,m01,23.0
6771,q03,q03,37714.0
6772,p01,p13,462.0
6773,u28,u15,45.0
6774,f23,f14,3.0
6775,m26,m29,381.0
6776,p05,p19,414.0
6777,u13,u10,876.0
6778,j00,v06,2058.0
6779,m07,m12,29.0
6780,g05,f12,3.0
6781,m04,m21,8.0
6782,u21,u22,142.0
6783,h08,u18,1215.0
6784,i15,i05,5084.0
6785,t02,i15,852.0
6786,v01,v08,43.0
6787,u07,u15,23.0
6788,s08,t01,107.0
6789,b11,b01,495.0
6790,m29,m01,313.0
6791,h07,u01,20.0
6792,h08,u27,25.0
6793,k12,k08,24.0
6794,p17,i19,30.0
6795,i07,p13,12.0
6796,r02,g04,114.0
6797,a11,u09,53.0
6798,v07,a06,20.0
6799,k09,k08,180.0
6800,f23,f15,15.0
6801,k14,k15,15.0
6802,o03,o12,1046.0
6803,p00,i15,23.0
6804,m12,n02,3.0
6805,k15,k07,2221.0
6806,h10,u02,2078.0
6807,h03,u24,375.0
6808,f25,f03,18.0
6809,u06,h07,16.0
6810,n16,n12,129.0
6811,m20,m26,13.0
6812,t06,p02,47.0
6813,g00,f12,18.0
6814,f10,m04,7.0
6815,m25,m00,25.0
6816,h07,a04,99.0
6817,u19,a03,92.0
6818,p12,p08,5.0
6819,p04,k15,3.0
6820,g09,r15,4.0
6821,k04,n06,8.0
6822,k06,n16,5.0
6823,e05,i19,39.0
6824,p09,p03,95.0
6825,h06,u05,1528.0
6826,i20,i20,10214.0
6827,c15,c15,2009.0
6828,m24,m12,31.0
6829,c10,c13,397.0
6830,u05,u23,2287.0
6831,h09,u16,2.0
6832,s09,i04,65.0
6833,s08,t07,48.0
6834,u07,u10,25.0
6835,f22,r28,29.0
6836,k02,s07,11.0
6837,v11,e14,3.0
6838,a09,h10,247.0
6839,t03,t01,393.0
6840,j00,j00,98522.0
6841,k08,k10,30.0
6842,s11,p14,1.0
6843,k14,n11,3.0
6844,p16,p01,7.0
6845,r00,r23,2.0
6846,v00,v05,450.0
6847,i05,s08,11.0
6848,v09,v04,14.0
6849,n08,m21,1.0
6850,r12,r02,8.0
6851,r15,f16,62.0
6852,p00,p13,74.0
6853,t01,s07,28.0
6854,f16,f22,867.0
6855,f11,g06,31.0
6856,g00,f22,934.0
6857,q05,h06,686.0
6858,r25,f11,7.0
6859,k07,n17,15.0
6860,l00,m24,268.0
6861,j01,v09,15.0
6862,g09,r08,8.0
6863,m02,m16,233.0
6864,n11,n03,325.0
6865,p10,k07,90.0
6866,m11,n13,4.0
6867,h11,q03,47.0
6868,n01,n12,142.0
6869,m21,m27,27.0
6870,l02,m19,105.0
6871,u18,h11,964.0
6872,f12,f23,1.0
6873,m23,f15,22.0
6874,f16,f17,79.0
6875,f12,l06,5.0
6876,q01,u18,206.0
6877,r23,r02,16.0
6878,k18,k16,34.0
6879,q01,u11,52.0
6880,h06,u18,2131.0
6881,n00,m08,3.0
6882,u16,b00,1.0
6883,f02,f05,11.0
6884,i07,t02,1600.0
6885,k05,k11,8.0
6886,r27,r25,11.0
6887,d01,n08,65.0
6888,u09,q05,69.0
6889,n04,k08,142.0
6890,n13,k10,8.0
6891,p23,p15,23.0
6892,k07,k03,25.0
6893,r23,f25,12.0
6894,p07,p22,263.0
6895,u24,a09,217.0
6896,v00,v08,39.0
6897,f12,m03,3.0
6898,k17,p15,2.0
6899,m10,m17,11.0
6900,u00,h08,11.0
6901,p20,p05,13.0
6902,p20,p09,80.0
6903,b05,u27,2.0
6904,p20,n10,3.0
6905,i13,i07,31.0
6906,q02,u11,27.0
6907,r26,r26,55486.0
6908,h10,u07,407.0
6909,p25,s11,1.0
6910,g04,r24,16.0
6911,e06,e10,281.0
6912,j00,a10,173.0
6913,u13,u20,30.0
6914,r18,f17,34.0
6915,g05,r01,24.0
6916,i10,i18,59.0
6917,u12,h10,38.0
6918,a00,a00,122710.0
6919,m13,f02,10.0
6920,u01,u07,19.0
6921,p24,p14,32.0
6922,i03,t01,327.0
6923,f01,g04,736.0
6924,p16,p10,36.0
6925,p09,p05,335.0
6926,t05,i16,34.0
6927,f17,f16,88.0
6928,f07,f01,308.0
6929,n00,n10,7.0
6930,i07,i18,216.0
6931,m19,m19,55510.0
6932,b02,b09,69.0
6933,k09,k01,45.0
6934,f21,f02,2.0
6935,a03,u05,164.0
6936,s08,p21,5.0
6937,f00,f22,211.0
6938,r16,g05,127.0
6939,p13,p10,3.0
6940,i12,e05,2.0
6941,s09,s07,3639.0
6942,m13,m08,1.0
