ind,origin,destination,flow
2788,p11,p22,1291.0
2789,p05,p11,323.0
2790,f12,g08,9.0
2791,n05,n05,2471.0
2792,t07,i19,443.0
2793,s06,s11,20.0
2794,u03,h10,297.0
2795,m03,m03,2519.0
2796,t02,t03,1838.0
2797,m19,f10,40.0
2798,l03,f03,7.0
2799,g03,f06,1856.0
2800,o03,o02,10934.0
2801,t02,t01,777.0
2802,m04,m16,116.0
2803,p18,p02,134.0
2804,r19,f20,3.0
2805,m09,m15,65.0
2806,q05,u12,2.0
2807,f19,f11,4.0
2808,a03,u17,161.0
2809,v08,a12,11.0
2810,f11,f01,2322.0
2811,i06,t03,114.0
2812,q00,u06,3.0
2813,k05,p25,2.0
2814,r23,r08,105.0
2815,m18,m09,174.0
2816,k06,k16,12.0
2817,h10,u20,38.0
2818,a09,u21,991.0
2819,m30,m24,488.0
2820,t05,t00,597.0
2821,m23,m00,148.0
2822,k13,p24,4.0
2823,i09,p19,287.0
2824,e13,e17,2.0
2825,j02,e11,7.0
2826,g07,g00,143.0
2827,k04,p05,3.0
2828,f23,f23,13838.0
2829,m19,m25,32.0
2830,k13,n10,38.0
2831,h01,q03,72.0
2832,u23,u06,7.0
2833,h00,q01,29.0
2834,r30,r31,7.0
2835,a11,v05,510.0
2836,s06,k15,2.0
2837,p25,k07,50.0
2838,i18,i16,110.0
2839,p16,k15,3.0
2840,g03,g02,731.0
2841,r01,g07,21.0
2842,b01,b02,18.0
2843,n16,m18,49.0
2844,p05,p24,25.0
2845,r22,r06,2.0
2846,m24,l05,281.0
2847,r30,f06,117.0
2848,v05,v08,18.0
2849,p15,p04,3.0
2850,u10,h00,1388.0
2851,p12,p15,3.0
2852,s07,k07,142.0
2853,n10,n07,119.0
2854,l02,m09,1127.0
2855,p08,p08,20815.0
2856,h11,u17,1309.0
2857,k06,n04,140.0
2858,t01,p14,1.0
2859,j02,j01,1543.0
2860,r23,r19,58.0
2861,m17,m15,26.0
2862,s07,s10,272.0
2863,q01,h04,797.0
2864,u24,u24,178688.0
2865,l02,l03,1089.0
2866,h06,h06,246114.0
2867,d00,n15,19.0
2868,u22,u02,940.0
2869,e05,e06,160.0
2870,f16,f18,143.0
2871,r11,r20,1.0
2872,r23,f05,17.0
2873,s00,s03,3.0
2874,h10,h08,714.0
2875,p19,t04,805.0
2876,u24,h02,957.0
2877,r14,r20,17.0
2878,q02,h03,282.0
2879,v05,a06,148.0
2880,a11,v00,166.0
2881,k09,n03,28.0
2882,r19,f07,23.0
2883,p22,p05,88.0
2884,h04,u26,661.0
2885,l06,m27,37.0
2886,g01,r01,107.0
2887,r00,r21,7.0
2888,m29,f11,13.0
2889,k07,p18,9.0
2890,n12,n07,72.0
2891,f11,l04,93.0
2892,m05,f23,1.0
2893,r07,r04,79.0
2894,t02,e07,51.0
2895,l05,l02,532.0
2896,u28,q05,14.0
2897,k10,p09,3.0
2898,q03,u00,75.0
2899,p24,s03,4.0
2900,q06,u11,22.0
2901,u27,h10,50.0
2902,a06,v06,83.0
2903,r03,f17,1.0
2904,m04,l03,267.0
2905,t06,i04,102.0
2906,p17,s09,100.0
2907,h03,q01,27.0
2908,e03,i18,27.0
2909,u15,a07,77.0
2910,h05,u00,15.0
2911,k03,p25,1.0
2912,u04,h03,11.0
2913,m00,f07,8.0
2914,u23,q05,96.0
2915,k07,p08,4.0
2916,f20,f12,13.0
2917,h11,u14,1068.0
2918,m06,m28,135.0
2919,m09,l04,4678.0
2920,h00,a00,51.0
2921,s08,p02,2.0
2922,a00,h06,383.0
2923,q01,h02,267.0
2924,f00,l04,12.0
2925,r02,r18,224.0
2926,p16,n10,1.0
2927,r04,r05,2.0
2928,m02,m30,4.0
2929,m07,m26,4.0
2930,m30,m00,12.0
2931,i12,e14,3.0
2932,p19,s09,457.0
2933,t05,t05,53814.0
2934,u17,h03,2514.0
2935,f14,f25,54.0
2936,m11,m12,18.0
2937,h05,u20,64.0
2938,m17,m14,1.0
2939,s07,s07,84045.0
2940,v08,e15,2.0
2941,k18,k13,42.0
2942,t06,s00,3.0
2943,i01,i17,115.0
2944,u23,h11,939.0
2945,l02,m15,15.0
2946,p22,s07,225.0
2947,r24,g00,101.0
2948,u20,q05,97.0
2949,k11,k10,30.0
2950,r31,f26,5.0
2951,k03,p10,3.0
2952,p05,p05,24623.0
2953,p04,p10,24.0
2954,k17,k03,15.0
2955,f17,f22,1520.0
2956,u02,h02,1119.0
2957,e17,e09,1.0
2958,k07,s07,65.0
2959,a02,a07,469.0
2960,f04,g08,78.0
2961,r22,r16,30.0
2962,r24,g01,228.0
2963,u18,u21,479.0
2964,i17,i12,25.0
2965,a09,u19,32.0
2966,t05,i15,1226.0
2967,m17,m21,17.0
2968,p13,i04,23.0
2969,u27,q04,3.0
2970,s02,s04,228.0
2971,n00,k06,3.0
2972,v06,v02,12.0
2973,l02,m14,2.0
2974,h09,u15,102.0
2975,r04,r04,5482.0
2976,a09,u08,5.0
2977,b08,b07,60.0
2978,i09,i13,8.0
2979,h02,q01,12.0
2980,v00,v07,934.0
2981,m15,m26,11.0
2982,f03,f07,65.0
2983,m12,m06,82.0
2984,r29,g03,106.0
2985,r24,f18,38.0
2986,g02,g06,1132.0
2987,p04,p25,847.0
2988,o07,o07,8986.0
2989,u13,h01,2184.0
2990,u14,u01,23.0
2991,e06,e07,430.0
2992,f04,g01,455.0
2993,t07,i18,88.0
2994,e09,e14,18.0
2995,h10,u25,5.0
2996,k06,k11,2.0
2997,r09,r21,27.0
2998,n03,m11,16.0
2999,p25,p13,41.0
3000,c11,c11,6043.0
3001,t05,p06,7.0
3002,d00,k19,8.0
3003,f25,r32,1.0
3004,k15,p08,1.0
3005,i06,i08,2.0
3006,u09,a11,338.0
3007,u05,u24,9211.0
3008,n04,n01,172.0
3009,q03,u26,133.0
3010,p13,s03,3.0
3011,m26,m30,13.0
3012,d01,n01,27.0
3013,n15,m11,15.0
3014,k01,k10,43.0
3015,f01,m00,25.0
3016,q02,q06,840.0
3017,n04,k19,10.0
3018,s06,p10,1.0
3019,r16,r28,211.0
3020,m06,n13,2.0
3021,l02,m04,31.0
3022,h09,u05,782.0
3023,t04,p17,59.0
3024,r01,f22,288.0
3025,u24,a01,736.0
3026,r27,r06,22.0
3027,r29,f22,167.0
3028,k02,p10,7.0
3029,u03,u07,26.0
3030,q04,q01,260.0
3031,i18,i12,95.0
3032,i08,t07,203.0
3033,f22,g09,9553.0
3034,u22,a11,1144.0
3035,u27,h06,116.0
3036,u19,u01,4.0
3037,p09,p01,11.0
3038,r31,r23,27.0
3039,k01,n12,5.0
3040,i10,s08,5.0
3041,n13,m18,6.0
3042,n13,d01,198.0
3043,i15,s03,49.0
3044,i08,i07,314.0
3045,f02,f19,8.0
3046,l05,m01,42.0
3047,r08,f01,28.0
3048,u12,u13,52.0
3049,a01,u22,174.0
3050,v12,a10,1429.0
3051,u26,u18,330.0
3052,l04,l00,1473.0
3053,v06,v12,160.0
3054,i04,s07,45.0
3055,k17,k09,11.0
3056,s07,s11,119.0
3057,a04,u09,102.0
3058,i12,e12,258.0
3059,n09,d00,785.0
3060,m05,m27,26.0
3061,n03,n01,7.0
3062,k12,p03,20.0
3063,u18,a02,166.0
3064,l01,g00,149.0
3065,u21,u21,42466.0
3066,i15,t04,5198.0
3067,u08,q04,4.0
3068,s10,p09,4.0
3069,b04,b00,60.0
3070,i19,p21,7.0
3071,k14,k04,311.0
3072,p08,p06,31.0
3073,u24,a12,105.0
3074,b11,u25,14.0
3075,i01,i14,1862.0
3076,k02,k00,22.0
3077,u11,u07,5.0
3078,h04,q02,131.0
3079,k15,s07,12.0
3080,l01,l04,1391.0
3081,h04,q06,23.0
3082,h05,u07,1580.0
3083,h04,h01,1033.0
3084,c02,c15,3.0
3085,p18,p09,124.0
3086,u02,u06,9.0
3087,e10,j02,270.0
3088,i04,i20,1.0
3089,i16,i03,200.0
3090,e05,i18,82.0
3091,e00,e15,24.0
3092,k13,n12,4.0
3093,u20,u06,170.0
3094,f22,f01,850.0
3095,d00,n11,259.0
3096,n09,d01,221.0
3097,q04,u13,100.0
3098,u11,q01,20.0
3099,e02,e03,46.0
3100,u23,u01,83.0
3101,b11,u02,63.0
3102,k17,k18,103.0
3103,r02,r02,41877.0
3104,p18,i17,38.0
3105,l02,f10,67.0
3106,u00,u22,48.0
3107,u24,u22,9196.0
3108,u19,u13,737.0
3109,h00,u08,20.0
3110,n00,n07,222.0
3111,h05,q02,313.0
3112,a12,u28,99.0
3113,p20,k13,4.0
3114,u26,u06,255.0
3115,u28,u02,109.0
3116,r02,r29,6.0
3117,g06,g04,328.0
3118,u10,u02,237.0
3119,g07,r01,14.0
3120,u27,b03,5.0
3121,u00,u19,4.0
3122,m28,m23,25.0
3123,u14,a01,391.0
3124,d01,m18,17.0
3125,c09,c01,65.0
3126,q03,q06,883.0
3127,k14,n04,189.0
3128,k09,k16,17.0
3129,p10,p25,96.0
3130,l01,f01,186.0
3131,u01,a04,3852.0
3132,p20,k10,14.0
3133,h08,h10,1992.0
3134,p21,s00,9.0
3135,r18,f16,337.0
3136,p07,p13,141.0
3137,i02,i14,273.0
3138,r29,r06,77.0
3139,a00,v03,19.0
3140,m07,n02,95.0
3141,u06,u21,27.0
3142,f13,f26,48.0
3143,q04,h10,359.0
3144,h01,u27,51.0
3145,b11,b03,1130.0
3146,s07,s06,53.0
3147,r32,r24,5.0
3148,m28,m24,131.0
3149,p25,p23,6.0
3150,i05,p19,369.0
3151,k03,k13,636.0
3152,a10,a10,89278.0
3153,u24,a02,183.0
3154,h01,u24,303.0
3155,a05,u10,11.0
3156,r06,r13,3.0
3157,q01,u03,407.0
3158,u06,u19,19.0
3159,r08,r28,22.0
3160,k09,k12,150.0
3161,h10,u16,5.0
3162,k19,k14,4.0
3163,u08,u28,23.0
3164,i00,i10,252.0
3165,m11,n07,195.0
3166,p04,i10,34.0
3167,s11,s06,5.0
3168,u03,u20,18.0
3169,k13,p21,2.0
3170,e15,e06,64.0
3171,p04,s09,36.0
3172,m04,m02,21.0
3173,k04,k05,84.0
3174,p02,p00,9.0
3175,g02,g07,325.0
3176,p00,p00,12783.0
3177,f01,g02,217.0
3178,s04,s07,160.0
3179,f23,f01,105.0
3180,h10,h10,170779.0
3181,k10,p14,3.0
3182,m01,m16,41.0
3183,v08,e16,4.0
3184,g04,g02,2926.0
3185,r15,r16,557.0
3186,r02,r23,132.0
3187,f10,m23,52.0
3188,r15,r22,1.0
3189,u05,h09,8037.0
3190,k17,d01,32.0
3191,q06,u02,960.0
3192,u09,u28,698.0
3193,i03,i06,19.0
3194,h11,u12,2.0
3195,t04,t06,3737.0
3196,l04,m23,368.0
3197,r06,f18,29.0
3198,m11,m24,57.0
3199,r26,g01,394.0
3200,a09,h06,457.0
3201,t06,s08,2.0
3202,m01,m12,71.0
3203,i17,p01,1.0
3204,a03,a08,910.0
3205,o06,o08,6.0
3206,i17,p02,24.0
3207,l03,f20,33.0
3208,d01,d00,9014.0
3209,m23,m28,9.0
3210,r16,r06,180.0
3211,m19,f11,54.0
3212,e00,e00,54492.0
3213,q00,b11,21.0
3214,u09,q04,14.0
3215,m25,m24,131.0
3216,s10,p11,78.0
3217,f11,f17,25.0
3218,p11,p21,11.0
3219,k08,k14,9.0
3220,n00,m11,25.0
3221,i16,e03,9.0
3222,g05,g04,503.0
3223,q06,u25,6.0
3224,r27,r26,918.0
3225,a02,u10,148.0
3226,m14,l02,19.0
3227,l04,m24,182.0
3228,a03,u14,51.0
3229,u05,u20,43.0
3230,t00,i00,1639.0
3231,p17,p21,13.0
3232,a08,a07,558.0
3233,p08,p01,21.0
3234,t02,i06,13.0
3235,s00,t04,111.0
3236,m26,m25,7.0
3237,g10,g02,407.0
3238,j00,a08,64.0
3239,a00,u24,198.0
3240,l06,l02,1004.0
3241,r17,r06,45.0
3242,v07,e11,3.0
3243,p22,p01,65.0
3244,j00,e16,37.0
3245,h01,h09,12767.0
3246,e13,e12,8.0
3247,r32,r00,1.0
3248,u00,u17,59.0
3249,u03,h00,57.0
3250,g01,r32,17.0
3251,r00,r24,2.0
3252,u13,a09,419.0
3253,r21,r32,3.0
3254,n08,k19,1.0
3255,u07,u01,8.0
3256,i07,p00,2.0
3257,n02,n06,11.0
3258,n17,n03,83.0
3259,p19,p05,26.0
3260,t01,e12,1.0
3261,v02,e16,1.0
3262,r01,r32,7.0
3263,f22,g02,1453.0
3264,a00,a05,35.0
3265,i00,i17,265.0
3266,r18,r15,35.0
3267,u25,b11,14.0
3268,i10,i14,58.0
3269,m09,l03,10121.0
3270,k12,k05,60.0
3271,g05,r15,1.0
3272,a09,a08,206.0
3273,a03,u09,42.0
3274,k13,p15,1.0
3275,m22,f12,3.0
3276,i17,t00,428.0
3277,u02,u09,127.0
3278,a04,h07,135.0
3279,i04,i19,193.0
3280,i07,i14,84.0
3281,p13,p08,4.0
3282,s01,s12,545.0
3283,u01,h03,268.0
3284,a05,v07,8.0
3285,f17,f15,17.0
3286,b08,b02,105.0
3287,f20,f06,93.0
3288,g10,g08,535.0
3289,p15,p11,61.0
3290,p21,p13,23.0
3291,a03,u22,54.0
3292,o01,o04,12.0
3293,p18,p06,324.0
3294,b06,b06,36857.0
3295,m17,f10,25.0
3296,u00,q02,221.0
3297,m14,m12,3.0
3298,n17,n09,77.0
3299,f11,m17,4.0
3300,t06,p12,49.0
3301,m29,m06,29.0
3302,n06,m07,2.0
3303,p24,p04,38.0
3304,h04,u20,15.0
3305,n16,n08,162.0
3306,s07,p06,15.0
3307,v07,v00,904.0
3308,r09,r08,2.0
3309,r06,r23,22.0
3310,u26,a04,198.0
3311,u26,u09,456.0
3312,f08,f22,414.0
3313,h05,a00,98.0
3314,h11,u08,166.0
3315,m28,m28,20023.0
3316,f04,m09,346.0
3317,p16,p24,9.0
3318,k03,k04,627.0
3319,p25,p18,200.0
3320,u24,u23,1912.0
3321,f25,f13,142.0
3322,k16,k08,392.0
3323,u15,u19,16.0
3324,r07,r27,8.0
3325,i10,i19,159.0
3326,p11,i10,56.0
3327,g08,g09,1182.0
3328,h04,a09,70.0
3329,g06,f07,103.0
3330,h00,h07,672.0
3331,u08,u26,2663.0
3332,i04,p12,46.0
3333,r23,r32,6.0
3334,p15,k11,1.0
3335,u19,a00,12.0
3336,t07,i12,93.0
3337,u15,a11,445.0
3338,h08,a03,227.0
3339,o07,c01,38.0
3340,f07,f25,195.0
3341,r03,r27,11.0
3342,a07,a06,1382.0
3343,u24,h03,1011.0
3344,i19,p02,23.0
3345,m03,f23,3.0
3346,r16,f17,50.0
3347,i07,i02,124.0
3348,n07,m11,93.0
3349,m03,f10,3.0
3350,m28,l06,36.0
3351,f17,r17,371.0
3352,g00,f17,784.0
3353,f22,r18,44.0
3354,n01,k18,1.0
3355,n16,m27,21.0
3356,i03,e07,16.0
3357,p21,i15,219.0
3358,v04,e01,4.0
3359,u17,u06,10.0
3360,u05,u07,302.0
3361,p06,p07,29.0
3362,o04,o01,2.0
3363,f10,f07,15.0
3364,s12,s08,4.0
3365,i07,e12,61.0
3366,f07,r01,11.0
3367,p10,p23,9.0
3368,f08,g06,81.0
3369,p11,p24,62.0
3370,p21,i01,47.0
3371,p09,k15,5.0
3372,k08,d00,656.0
3373,b00,b01,280.0
3374,m16,m25,1282.0
3375,p23,p03,1171.0
3376,n15,m15,17.0
3377,u09,u27,16.0
3378,r27,r00,61.0
3379,m03,m24,1.0
3380,r23,g09,59.0
3381,a01,u01,307.0
3382,u26,h10,918.0
3383,k13,p20,3.0
3384,r24,g04,61.0
3385,l04,f25,33.0
3386,a03,a01,310.0
3387,p20,k15,3.0
3388,v01,v03,176.0
3389,a08,a12,367.0
3390,i02,t05,78.0
3391,u09,u18,457.0
3392,h06,u27,68.0
3393,f15,l02,155.0
3394,k11,k06,3.0
3395,b11,b11,28336.0
3396,v05,j01,161.0
3397,p08,p25,597.0
3398,u19,u05,134.0
3399,k06,k19,52.0
3400,h06,u28,235.0
3401,r19,f08,6.0
3402,c11,c03,40.0
3403,k18,n12,2.0
3404,i17,s12,65.0
3405,p20,i10,24.0
3406,r28,r32,4.0
3407,r01,f18,37.0
3408,f14,f11,12.0
3409,t06,p22,134.0
3410,n13,k18,1.0
3411,u20,h10,61.0
3412,g03,r16,55.0
3413,a09,a12,217.0
3414,m28,m02,11.0
3415,v05,v11,7.0
3416,f13,f04,76.0
3417,h08,u16,2.0
3418,u22,u04,14.0
3419,l04,m22,1193.0
3420,u02,h10,4693.0
3421,n05,m08,1.0
3422,g07,f16,44.0
3423,n10,n13,16.0
3424,a06,v05,461.0
3425,i05,p13,14.0
3426,i06,i02,3506.0
3427,m27,m23,65.0
3428,b10,b06,1232.0
3429,r24,f17,78.0
3430,i19,t03,941.0
3431,n00,m06,28.0
3432,k12,k17,102.0
3433,g03,g03,160363.0
3434,t00,p17,52.0
3435,e10,e04,193.0
3436,h07,q01,44.0
3437,p18,i04,17.0
3438,m03,m27,3.0
3439,r03,r08,2.0
3440,m04,n15,1.0
3441,q02,h02,146.0
3442,g00,f00,511.0
3443,u16,a05,1.0
3444,m27,m11,19.0
3445,p03,p19,619.0
3446,s10,n17,1.0
3447,b03,b00,840.0
3448,m02,l02,74.0
3449,f14,g04,66.0
3450,r19,f22,87.0
3451,k03,p08,2.0
3452,h08,h02,1489.0
3453,m10,l04,103.0
3454,p14,k07,99.0
3455,u01,u15,1347.0
3456,i10,i15,1343.0
3457,k04,k02,28.0
3458,b06,b09,41.0
3459,t01,i16,5.0
3460,g01,f25,735.0
3461,i00,i16,254.0
3462,e05,i16,155.0
3463,u01,a02,353.0
3464,s11,s05,6.0
3465,k10,p05,5.0
3466,p15,p03,383.0
3467,u27,u28,1.0
3468,g01,r15,14.0
3469,h03,h11,5827.0
3470,k06,k12,91.0
3471,r15,r29,22.0
3472,f23,r25,1.0
3473,v00,a12,22.0
3474,a07,v12,86.0
3475,s04,s00,7.0
3476,p03,p22,412.0
3477,m29,m30,28.0
3478,d00,m11,65.0
3479,s08,t04,43.0
3480,p04,p05,24.0
3481,s07,p17,25.0
3482,u10,u10,121695.0
3483,u24,a04,543.0
3484,f22,r15,15.0
3485,p20,p22,456.0
3486,m09,l06,1151.0
3487,f00,f15,100.0
3488,j02,j02,174824.0
3489,g03,r02,36.0
3490,m13,m13,6635.0
3491,h09,u13,915.0
3492,p09,i10,50.0
3493,o05,o01,49.0
3494,f19,f12,2.0
3495,r22,r32,2.0
3496,l04,f10,61.0
3497,u17,h06,4209.0
3498,h09,u00,24.0
3499,t00,i05,1754.0
3500,k16,n11,32.0
3501,v00,e08,1.0
3502,u06,u05,45.0
3503,f12,m29,6.0
3504,f19,f23,14.0
3505,v01,j00,550.0
3506,p21,p06,14.0
3507,n13,k01,1.0
3508,r31,f09,5.0
3509,u01,u22,304.0
3510,n05,f24,16.0
3511,l04,f11,12.0
3512,i14,e07,7.0
3513,a11,a09,1528.0
3514,p24,i17,51.0
3515,u25,h00,11.0
3516,u08,h07,27.0
3517,p01,t03,73.0
3518,u15,a09,142.0
3519,n07,n00,78.0
3520,u16,u07,12.0
3521,f23,m13,8.0
3522,t02,p21,13.0
3523,a07,v00,145.0
3524,f00,f14,231.0
3525,q02,u27,1.0
3526,i09,i09,46857.0
3527,u26,u01,14.0
3528,r09,r26,61.0
3529,m01,m25,687.0
3530,b05,b06,65.0
3531,r19,r15,1.0
3532,v05,a09,32.0
3533,s03,p11,262.0
3534,p24,p02,394.0
3535,h09,h10,3834.0
3536,n03,n12,619.0
3537,r30,g08,22.0
3538,i15,t05,2794.0
3539,q03,u13,157.0
3540,u21,a02,26.0
3541,u01,a12,124.0
3542,m08,m29,54.0
3543,e00,v07,168.0
3544,r04,r22,1.0
3545,u11,q05,51.0
3546,e12,t04,65.0
3547,j00,v07,771.0
3548,l05,f20,8.0
3549,g04,r18,8.0
3550,q02,h06,518.0
3551,r02,r24,9.0
3552,u23,a00,96.0
3553,t00,p07,26.0
3554,p08,k17,7.0
3555,c05,c15,35.0
3556,u25,u04,3.0
3557,n02,n12,112.0
3558,h09,u09,167.0
3559,a10,j00,123.0
3560,n09,m08,3.0
3561,q04,b11,15.0
3562,q06,u03,564.0
3563,f19,m23,7.0
3564,e04,v00,86.0
3565,i07,p02,12.0
3566,b06,b05,94.0
3567,m00,l03,1045.0
3568,u23,h06,11870.0
3569,m02,n11,8.0
3570,p23,p06,119.0
3571,i04,t00,322.0
3572,c10,c12,89.0
3573,p25,p21,2.0
3574,r10,r14,27.0
3575,u21,h01,164.0
3576,a01,u05,497.0
3577,i12,i17,79.0
3578,q01,u07,73.0
3579,q01,q06,1389.0
3580,r30,r18,5.0
3581,p24,s08,3.0
3582,e11,j00,80.0
3583,m26,m08,1.0
3584,h00,q00,43.0
3585,h03,u05,1161.0
3586,a02,u24,165.0
3587,k10,n13,1.0
3588,m29,m03,4.0
3589,a03,u28,47.0
3590,r00,r28,4.0
3591,s11,s10,67.0
3592,f08,g04,489.0
3593,u10,a11,608.0
3594,m10,f13,14.0
3595,u28,u17,4483.0
3596,m12,n16,2.0
3597,p07,p21,1.0
3598,l05,f14,13.0
3599,r25,r02,11.0
3600,r06,r04,7.0
3601,h09,u10,143.0
3602,p09,s08,1.0
3603,h09,h05,1412.0
3604,s09,t05,291.0
3605,h00,u07,115.0
3606,u12,h09,103.0
3607,f25,m19,30.0
3608,m20,m11,379.0
3609,u09,a01,380.0
3610,h08,q01,18.0
3611,p10,p01,8.0
3612,u22,u20,39.0
3613,t04,i08,21.0
3614,i05,i04,96.0
3615,l05,m30,4.0
3616,s05,s12,535.0
3617,g03,g06,531.0
3618,g10,f25,118.0
3619,k04,s10,19.0
3620,h04,q00,40.0
3621,n02,n13,4.0
3622,n02,n05,17.0
3623,c13,c12,30.0
3624,u18,h03,1974.0
3625,p16,p08,5.0
3626,u08,h09,169.0
3627,k02,p08,1.0
3628,i15,t00,1745.0
3629,k19,n16,5.0
3630,p11,k03,3.0
3631,m21,m20,127.0
3632,l06,m01,70.0
3633,p19,p00,166.0
3634,r30,f01,33.0
3635,r18,g10,539.0
3636,l02,m26,16.0
3637,u17,h05,1308.0
3638,g01,r26,527.0
3639,m09,f04,306.0
3640,f00,g08,95.0
3641,r32,g01,169.0
3642,p18,s07,18.0
3643,m30,n05,2.0
3644,r20,r04,40.0
3645,r01,g10,427.0
3646,f06,f17,480.0
3647,u04,u03,5.0
3648,f22,f08,486.0
3649,k18,k01,16.0
3650,p05,p18,338.0
3651,n13,n07,70.0
3652,i18,i04,21.0
3653,f06,r00,1.0
3654,p18,s03,1.0
3655,p22,t05,125.0
3656,u04,q05,6.0
3657,e01,e01,3426.0
3658,h04,h03,1505.0
3659,q00,u09,13.0
3660,r17,f25,157.0
3661,n16,m28,6.0
3662,r30,f04,27.0
3663,p11,s11,4.0
3664,p06,t02,194.0
3665,g02,f01,327.0
3666,c01,c01,7371.0
3667,p07,p00,320.0
3668,v00,a07,69.0
3669,f13,f08,94.0
3670,e17,e00,12.0
3671,q06,u12,10.0
3672,b03,b10,1458.0
3673,r24,r19,41.0
3674,m25,m15,656.0
3675,f04,m29,108.0
3676,t03,t02,1720.0
3677,u11,u02,62.0
3678,i00,i06,59.0
3679,r26,r01,90.0
3680,r14,r11,222.0
3681,l06,m04,58.0
3682,f10,m03,1.0
3683,m10,m14,10.0
3684,k15,p24,7.0
3685,r15,g01,151.0
3686,v11,j00,43.0
3687,r28,r27,4.0
3688,u21,h11,124.0
3689,l04,l04,90684.0
3690,b00,b00,25688.0
3691,p24,i10,131.0
3692,r17,r28,69.0
3693,p08,p04,156.0
3694,p00,i14,17.0
3695,u07,h04,431.0
3696,q00,q04,389.0
3697,r04,r28,16.0
3698,f14,l04,18.0
3699,c03,c03,12574.0
3700,u11,u25,62.0
3701,s00,t05,76.0
3702,i03,t07,605.0
3703,p13,p20,2.0
3704,a01,a00,589.0
3705,u18,u23,2465.0
3706,p01,p11,127.0
3707,p25,k10,6.0
3708,e02,i00,47.0
3709,p12,t05,72.0
3710,t00,t07,5638.0
3711,m30,n00,1.0
3712,s03,p03,5.0
3713,n03,d01,605.0
3714,r17,f17,433.0
3715,r17,g03,716.0
3716,v10,a05,25.0
3717,k08,k04,191.0
3718,u07,q06,2.0
3719,m18,n11,10.0
3720,p04,s11,1.0
3721,u24,u26,581.0
3722,m21,m12,1.0
3723,g09,r01,62.0
3724,v03,v01,518.0
3725,k16,k18,102.0
3726,g07,f17,13.0
3727,h05,u19,63.0
3728,p22,p12,132.0
3729,m13,f05,6.0
3730,t07,t01,725.0
3731,l04,m09,6039.0
3732,r25,r27,3.0
3733,o07,c09,1.0
3734,m22,m29,435.0
3735,b02,b07,16.0
3736,q06,u00,48.0
3737,h01,u26,994.0
3738,h08,u26,696.0
3739,v00,a10,76.0
3740,t03,p18,24.0
3741,u00,u25,2.0
3742,e02,i02,3.0
3743,k03,k11,1.0
3744,t03,i10,2404.0
3745,l01,f25,37.0
3746,u14,u20,10.0
3747,u18,h01,1643.0
3748,m14,l01,43.0
3749,m01,m26,32.0
3750,h06,u12,11.0
3751,h08,h08,151378.0
3752,u19,u18,94.0
3753,n13,m11,2.0
3754,n13,m06,12.0
3755,m25,l05,251.0
3756,h00,u05,944.0
3757,p24,t06,119.0
3758,r30,g07,6.0
3759,u09,u05,967.0
3760,r02,r28,125.0
3761,u20,h02,66.0
3762,b01,u04,10.0
3763,m09,m30,91.0
3764,m27,m00,10.0
3765,r19,f25,7.0
3766,p05,p21,5.0
3767,h00,u10,178.0
3768,a04,u01,867.0
3769,i19,p24,8.0
3770,t01,i08,1.0
3771,u25,u02,111.0
3772,e00,e04,2768.0
3773,u05,q05,193.0
3774,r26,f05,11.0
3775,t04,p02,22.0
3776,k05,n12,7.0
3777,d01,k07,210.0
3778,i04,i14,487.0
3779,k09,k10,16.0
3780,r27,g01,144.0
3781,n17,k04,9.0
3782,r13,r29,7.0
3783,l02,f00,1.0
3784,g09,r30,28.0
3785,q04,q02,673.0
3786,u19,u09,483.0
3787,r26,f18,57.0
3788,g07,r19,19.0
3789,i17,s07,456.0
3790,h10,u05,1153.0
3791,f02,m30,1.0
3792,f16,g08,158.0
3793,t04,i05,856.0
3794,n01,k15,4.0
3795,f10,m17,12.0
3796,g00,l03,220.0
3797,p21,k13,3.0
3798,u09,u24,230.0
3799,h05,u13,842.0
3800,e06,e05,73.0
3801,a11,u13,325.0
3802,f03,m19,10.0
3803,r26,r31,72.0
3804,u14,a09,120.0
3805,f04,f25,113.0
3806,o07,o01,8.0
3807,h01,h02,1709.0
3808,a03,u21,292.0
3809,g10,f08,94.0
3810,f00,f01,1557.0
3811,c11,o05,3.0
3812,m14,f04,4.0
3813,p07,p06,15.0
3814,r30,f22,170.0
3815,m24,n00,2.0
3816,r28,r07,396.0
3817,p02,p09,94.0
3818,k19,m06,11.0
3819,m01,n16,7.0
3820,u01,h10,244.0
3821,l04,m30,27.0
3822,r13,r15,3.0
3823,u24,q05,88.0
3824,i03,p24,3.0
3825,g05,g10,520.0
3826,v03,j02,2310.0
3827,p04,s07,36.0
3828,u02,b11,28.0
3829,t02,p13,23.0
3830,s04,s06,2.0
3831,l03,l01,1888.0
3832,i15,i20,26.0
3833,t04,p04,6.0
3834,u22,q03,106.0
3835,u10,h07,303.0
3836,s05,s03,3.0
3837,p13,t02,159.0
3838,f25,l05,20.0
3839,u06,h00,65.0
3840,g04,f07,1814.0
3841,t06,t04,1569.0
3842,e00,e13,33.0
3843,u23,u00,19.0
3844,g02,f20,182.0
3845,r25,r31,14.0
3846,s09,i08,13.0
3847,u09,h10,1116.0
3848,f04,f12,24.0
3849,l02,m23,82.0
3850,f00,g07,14.0
3851,a08,v00,10.0
3852,h00,u01,48.0
3853,h06,a09,226.0
