ind,origin,destination,flow
4452,台南縣東山鄉,台南縣鹽水鎮,65.0
4453,雲林縣麥寮鄉,雲林縣虎尾鎮,405.0
4454,台南縣柳營鄉,台南縣楠西鄉,2.0
4455,高雄縣阿蓮鄉,屏東縣鹽埔鄉,4.0
4456,台南縣柳營鄉,台南縣新化鎮,21.0
4457,屏東縣南州鄉,屏東縣南州鄉,10014.0
4458,屏東縣長治鄉,屏東縣新埤鄉,4.0
4459,台北縣樹林市,台北縣鶯歌鎮,499.0
4460,台北市萬華區,台北縣平溪鄉,2.0
4461,台南縣新營市,嘉義縣鹿草鄉,24.0
4462,雲林縣林內鄉,彰化縣北斗鎮,4.0
4463,彰化縣大村鄉,彰化縣大城鄉,11.0
4464,彰化縣和美鎮,台中縣龍井鄉,61.0
4465,桃園縣復興鄉,新竹縣關西鎮,17.0
4466,雲林縣東勢鄉,嘉義縣太保市,9.0
4467,台北市大安區,台北縣石門鄉,18.0
4468,雲林縣麥寮鄉,雲林縣大埤鄉,1.0
4469,屏東縣潮州鎮,屏東縣屏東市,1403.0
4470,高雄市鹽埕區,屏東縣萬丹鄉,6.0
4471,台北市內湖區,桃園縣蘆竹鄉,129.0
4472,台北縣瑞芳鎮,台北縣石碇鄉,3.0
4473,彰化縣社頭鄉,台中市北區,55.0
4474,台北市信義區,台北市北投區,730.0
4475,台南縣新化鎮,台南縣六甲鄉,31.0
4476,苗栗縣公館鄉,苗栗縣南庄鄉,3.0
4477,彰化縣和美鎮,台中縣太平市,131.0
4478,彰化縣北斗鎮,南投縣草屯鎮,27.0
4479,台北縣林口鄉,桃園縣龜山鄉,2474.0
4480,高雄市三民區,高雄縣彌陀鄉,51.0
4481,苗栗縣後龍鎮,新竹市北區,120.0
4482,台南縣新市鄉,台南縣新營市,231.0
4483,屏東縣潮州鎮,高雄市三民區,462.0
4484,高雄縣彌陀鄉,屏東縣里港鄉,5.0
4485,新竹縣寶山鄉,桃園縣新屋鄉,2.0
4486,彰化縣埔鹽鄉,台中縣梧棲鎮,12.0
4487,彰化縣永靖鄉,彰化縣花壇鄉,81.0
4488,新竹市東區,新竹縣關西鎮,362.0
4489,屏東縣新園鄉,屏東縣東港鎮,1468.0
4490,屏東縣屏東市,屏東縣崁頂鄉,15.0
4491,台北縣三重市,台北市中山區,11017.0
4492,苗栗縣卓蘭鎮,台中縣清水鎮,5.0
4493,苗栗縣苗栗市,苗栗縣西湖鄉,169.0
4494,台北縣雙溪鄉,台北縣深坑鄉,5.0
4495,台北縣新莊市,台北縣板橋市,5944.0
4496,桃園縣桃園市,桃園縣八德市,3742.0
4497,台北縣蘆洲市,基隆市中山區,34.0
4498,苗栗縣苗栗市,苗栗縣苗栗市,75881.0
4499,雲林縣莿桐鄉,彰化縣二水鄉,7.0
4500,台南縣山上鄉,台南市南區,49.0
4501,台北市大同區,台北市士林區,1745.0
4502,屏東縣新園鄉,屏東縣新園鄉,31788.0
4503,台中縣后里鄉,苗栗縣通霄鎮,15.0
4504,彰化縣田尾鄉,雲林縣西螺鎮,41.0
4505,高雄縣林園鄉,屏東縣萬巒鄉,6.0
4506,南投縣南投市,彰化縣溪州鄉,3.0
4507,台東縣延平鄉,台東縣海端鄉,11.0
4508,彰化縣埔心鄉,台中市南屯區,63.0
4509,台北市北投區,台北市文山區,937.0
4510,高雄縣茂林鄉,高雄縣六龜鄉,19.0
4511,新竹市北區,新竹縣關西鎮,131.0
4512,台南縣新化鎮,台南縣新營市,242.0
4513,台北市文山區,台北縣鶯歌鎮,49.0
4514,高雄縣梓官鄉,高雄市苓雅區,301.0
4515,嘉義縣鹿草鄉,台南縣北門鄉,2.0
4516,高雄市鼓山區,屏東縣里港鄉,6.0
4517,彰化縣彰化市,台中市北屯區,575.0
4518,台北市內湖區,台北縣汐止市,5203.0
4519,屏東縣里港鄉,屏東縣屏東市,1371.0
4520,台北縣板橋市,台北縣八里鄉,182.0
4521,台北縣平溪鄉,台北縣石碇鄉,15.0
4522,雲林縣台西鄉,雲林縣口湖鄉,5.0
4523,高雄市前金區,屏東縣潮州鎮,9.0
4524,雲林縣元長鄉,雲林縣台西鄉,24.0
4525,台南縣南化鄉,高雄縣三民鄉,2.0
4526,新竹縣峨眉鄉,新竹縣竹北市,61.0
4527,雲林縣土庫鎮,彰化縣埤頭鄉,1.0
4528,屏東縣長治鄉,高雄市三民區,219.0
4529,基隆市七堵區,台北市大同區,136.0
4530,屏東縣萬巒鄉,屏東縣春日鄉,1.0
4531,台北縣八里鄉,台北市士林區,712.0
4532,屏東縣長治鄉,高雄縣田寮鄉,1.0
4533,台東縣達仁鄉,台東縣太麻里,11.0
4534,宜蘭縣頭城鎮,宜蘭縣五結鄉,57.0
4535,台南縣官田鄉,台南縣下營鄉,35.0
4536,嘉義縣太保市,嘉義縣六腳鄉,51.0
4537,高雄縣旗山鎮,台南縣新市鄉,21.0
4538,台中市西區,台中縣石岡鄉,8.0
4539,台南縣左鎮鄉,台南縣山上鄉,39.0
4540,屏東縣恆春鎮,屏東縣車城鄉,68.0
4541,新竹市東區,苗栗縣後龍鎮,46.0
4542,台中縣東勢鎮,台中縣外埔鄉,5.0
4543,高雄縣仁武鄉,高雄縣路竹鄉,188.0
4544,台南縣左鎮鄉,台南縣西港鄉,2.0
4545,嘉義縣番路鄉,嘉義縣番路鄉,9208.0
4546,花蓮縣瑞穗鄉,台東縣長濱鄉,1.0
4547,台北縣林口鄉,台北縣金山鄉,3.0
4548,新竹市香山區,新竹縣峨眉鄉,10.0
4549,台北縣蘆洲市,桃園縣大溪鎮,36.0
4550,台北市南港區,台北市萬華區,307.0
4551,台南市西區,台南縣山上鄉,13.0
4552,屏東縣屏東市,高雄市楠梓區,543.0
4553,台北縣土城市,桃園縣中壢市,679.0
4554,桃園縣蘆竹鄉,台北縣鶯歌鎮,67.0
4555,台中縣后里鄉,台中市南區,205.0
4556,台東縣達仁鄉,台東縣大武鄉,119.0
4557,嘉義縣民雄鄉,嘉義市東區,4325.0
4558,雲林縣二崙鄉,雲林縣土庫鎮,63.0
4559,台中市北屯區,台中縣大肚鄉,131.0
4560,台南縣左鎮鄉,台南縣關廟鄉,18.0
4561,台南縣新化鎮,台南縣歸仁鄉,269.0
4562,高雄縣仁武鄉,高雄縣田寮鄉,4.0
4563,南投縣竹山鎮,南投縣草屯鎮,226.0
4564,台北市大安區,桃園縣大溪鎮,31.0
4565,南投縣草屯鎮,彰化縣田中鎮,70.0
4566,彰化縣鹿港鎮,彰化縣員林鎮,441.0
4567,台北市大同區,桃園縣龜山鄉,148.0
4568,雲林縣二崙鄉,雲林縣北港鎮,26.0
4569,屏東縣崁頂鄉,屏東縣竹田鄉,10.0
4570,嘉義縣大林鎮,雲林縣水林鄉,2.0
4571,雲林縣元長鄉,雲林縣虎尾鎮,425.0
4572,台南縣新市鄉,台南縣學甲鎮,9.0
4573,台南縣下營鄉,台南縣山上鄉,13.0
4574,台南縣永康市,台南縣將軍鄉,18.0
4575,高雄縣美濃鎮,台南縣新化鎮,12.0
4576,彰化縣田尾鄉,台中縣大肚鄉,6.0
4577,嘉義縣民雄鄉,嘉義縣六腳鄉,21.0
4578,台中市南區,台中市北屯區,640.0
4579,雲林縣褒忠鄉,雲林縣斗南鎮,22.0
4580,高雄縣田寮鄉,高雄縣大社鄉,13.0
4581,彰化縣芬園鄉,彰化縣竹塘鄉,1.0
4582,苗栗縣頭屋鄉,苗栗縣竹南鎮,88.0
4583,新竹縣湖口鄉,新竹縣湖口鄉,64954.0
4584,彰化縣花壇鄉,台中縣潭子鄉,23.0
4585,南投縣國姓鄉,台中縣東勢鎮,15.0
4586,台北市大同區,桃園縣八德市,22.0
4587,台南縣關廟鄉,台南市西區,138.0
4588,彰化縣彰化市,台中縣梧棲鎮,148.0
4589,高雄縣岡山鎮,屏東縣屏東市,139.0
4590,台南縣山上鄉,台南縣學甲鎮,1.0
4591,台中縣后里鄉,台中市西屯區,363.0
4592,彰化縣和美鎮,彰化縣和美鎮,67151.0
4593,屏東縣竹田鄉,高雄市小港區,129.0
4594,屏東縣萬巒鄉,高雄市新興區,47.0
4595,台北縣鶯歌鎮,新竹縣關西鎮,12.0
4596,台中縣外埔鄉,台中縣東勢鎮,30.0
4597,彰化縣竹塘鄉,彰化縣溪湖鎮,62.0
4598,彰化縣田尾鄉,台中縣大里市,32.0
4599,台北縣金山鄉,台北縣金山鄉,15910.0
4600,苗栗縣三義鄉,台中縣大甲鎮,59.0
4601,台南縣大內鄉,台南縣麻豆鎮,107.0
4602,屏東縣高樹鄉,屏東縣鹽埔鄉,164.0
4603,台北縣泰山鄉,台北縣五股鄉,2080.0
4604,苗栗縣頭屋鄉,新竹縣峨眉鄉,1.0
4605,雲林縣大埤鄉,嘉義市西區,70.0
4606,高雄縣彌陀鄉,高雄市前鎮區,52.0
4607,彰化縣芳苑鄉,彰化縣大村鄉,11.0
4608,台北縣雙溪鄉,台北市大安區,23.0
4609,高雄縣湖內鄉,台南市東區,759.0
4610,台南縣玉井鄉,台南縣山上鄉,62.0
4611,屏東縣南州鄉,高雄市新興區,55.0
4612,台北縣永和市,台北市大同區,2027.0
4613,台東縣長濱鄉,花蓮縣瑞穗鄉,1.0
4614,台中市中區,台中市西屯區,358.0
4615,彰化縣芳苑鄉,彰化縣溪湖鎮,127.0
4616,台北市松山區,台北縣中和市,555.0
4617,台南縣仁德鄉,台南縣官田鄉,93.0
4618,台中縣大雅鄉,台中市南區,674.0
4619,屏東縣竹田鄉,屏東縣萬巒鄉,56.0
4620,南投縣名間鄉,雲林縣虎尾鎮,45.0
4621,南投縣草屯鎮,彰化縣秀水鄉,15.0
4622,台南縣官田鄉,台南市中區,76.0
4623,桃園縣龜山鄉,台北縣三重市,451.0
4624,台北縣萬里鄉,台北縣深坑鄉,5.0
4625,台南縣新營市,台南縣大內鄉,15.0
4626,桃園縣中壢市,桃園縣桃園市,5531.0
4627,台南縣歸仁鄉,屏東縣里港鄉,5.0
4628,台中市西區,台中市北區,2062.0
4629,苗栗縣大湖鄉,苗栗縣頭屋鄉,7.0
4630,台北縣泰山鄉,台北市大同區,394.0
4631,基隆市暖暖區,台北縣平溪鄉,6.0
4632,台中縣豐原市,台中市南區,990.0
4633,台北市松山區,基隆市中正區,338.0
4634,高雄縣梓官鄉,台南市中區,13.0
4635,桃園縣桃園市,台北縣中和市,398.0
4636,彰化縣福興鄉,彰化縣芳苑鄉,82.0
4637,彰化縣溪湖鎮,彰化縣溪湖鎮,43328.0
4638,台中縣大肚鄉,台中市南區,854.0
4639,台中市南區,彰化縣溪湖鎮,17.0
4640,台中市西屯區,台中縣石岡鄉,18.0
4641,台南縣楠西鄉,台南縣新市鄉,87.0
4642,嘉義縣六腳鄉,嘉義縣鹿草鄉,14.0
4643,屏東縣車城鄉,屏東縣滿州鄉,11.0
4644,台南市中區,台南縣將軍鄉,2.0
4645,台中縣大甲鎮,台中市西區,239.0
4646,雲林縣崙背鄉,嘉義縣民雄鄉,46.0
4647,高雄市前鎮區,屏東縣琉球鄉,10.0
4648,雲林縣水林鄉,嘉義縣水上鄉,34.0
4649,台東縣金峰鄉,屏東縣三地門,1.0
4650,雲林縣西螺鎮,雲林縣東勢鄉,5.0
4651,台北市大同區,台北縣中和市,372.0
4652,台中縣大雅鄉,台中市東區,275.0
4653,嘉義縣六腳鄉,雲林縣水林鄉,17.0
4654,苗栗縣頭份鎮,新竹縣五峰鄉,3.0
4655,雲林縣元長鄉,嘉義市東區,157.0
4656,彰化縣竹塘鄉,雲林縣麥寮鄉,44.0
4657,台中縣潭子鄉,苗栗縣大湖鄉,7.0
4658,台南縣東山鄉,嘉義縣鹿草鄉,3.0
4659,新竹縣竹北市,新竹市香山區,573.0
4660,台南縣柳營鄉,嘉義縣水上鄉,44.0
4661,南投縣南投市,台中市東區,224.0
4662,苗栗縣造橋鄉,苗栗縣苗栗市,690.0
4663,桃園縣大園鄉,台北縣三峽鎮,38.0
4664,雲林縣虎尾鎮,彰化縣埔心鄉,1.0
4665,南投縣鹿谷鄉,南投縣竹山鎮,540.0
4666,台中縣新社鄉,台中縣霧峰鄉,67.0
4667,嘉義縣梅山鄉,嘉義市東區,738.0
4668,高雄縣內門鄉,高雄縣茂林鄉,2.0
4669,台中市北屯區,台中市西屯區,4624.0
4670,桃園縣大溪鎮,台北縣蘆洲市,27.0
4671,台中縣清水鎮,彰化縣鹿港鎮,23.0
4672,南投縣中寮鄉,台中縣烏日鄉,28.0
4673,高雄縣阿蓮鄉,高雄縣燕巢鄉,123.0
4674,高雄縣旗山鎮,台南縣新化鎮,21.0
4675,高雄縣鳳山市,高雄縣燕巢鄉,426.0
4676,台北縣樹林市,新竹縣關西鎮,19.0
4677,屏東縣萬巒鄉,屏東縣東港鎮,60.0
4678,宜蘭縣壯圍鄉,宜蘭縣宜蘭市,2288.0
4679,彰化縣竹塘鄉,雲林縣斗六市,35.0
4680,彰化縣二水鄉,台中縣霧峰鄉,16.0
4681,嘉義縣大埔鄉,台南縣後壁鄉,1.0
4682,彰化縣埤頭鄉,雲林縣大埤鄉,3.0
4683,雲林縣東勢鄉,嘉義縣朴子市,4.0
4684,彰化縣永靖鄉,彰化縣永靖鄉,29675.0
4685,嘉義縣民雄鄉,雲林縣口湖鄉,7.0
4686,台北市中正區,桃園縣龜山鄉,191.0
4687,高雄縣鳥松鄉,屏東縣里港鄉,6.0
4688,台北縣新店市,台北縣樹林市,457.0
4689,雲林縣北港鎮,雲林縣土庫鎮,46.0
4690,彰化縣員林鎮,台中縣大里市,114.0
4691,台北縣永和市,台北縣新店市,4278.0
4692,台南縣大內鄉,台南縣鹽水鎮,13.0
4693,新竹市香山區,苗栗縣頭份鎮,197.0
4694,桃園縣桃園市,台北市文山區,448.0
4695,台南縣永康市,台南縣下營鄉,31.0
4696,台南縣大內鄉,台南市中區,49.0
4697,台中縣東勢鎮,台中縣沙鹿鎮,111.0
4698,桃園縣龜山鄉,台北縣八里鄉,26.0
4699,屏東縣內埔鄉,屏東縣長治鄉,124.0
4700,彰化縣花壇鄉,彰化縣芳苑鄉,19.0
4701,台北縣土城市,台北縣板橋市,13210.0
4702,台南縣歸仁鄉,台南縣善化鎮,65.0
4703,高雄市前金區,屏東縣東港鎮,10.0
4704,彰化縣大村鄉,南投縣南投市,37.0
4705,台中市北屯區,台中市南屯區,1792.0
4706,台南市南區,台南市安南區,800.0
4707,雲林縣北港鎮,雲林縣麥寮鄉,124.0
4708,台東縣鹿野鄉,台東縣池上鄉,4.0
4709,基隆市暖暖區,台北市北投區,84.0
4710,彰化縣溪湖鎮,台中市南屯區,117.0
4711,屏東縣枋寮鄉,屏東縣琉球鄉,5.0
4712,台南縣安定鄉,台南縣將軍鄉,4.0
4713,雲林縣古坑鄉,嘉義縣新港鄉,12.0
4714,嘉義縣溪口鄉,雲林縣四湖鄉,1.0
4715,苗栗縣泰安鄉,苗栗縣銅鑼鄉,10.0
4716,苗栗縣苗栗市,台中縣后里鄉,76.0
4717,苗栗縣卓蘭鎮,苗栗縣獅潭鄉,2.0
4718,屏東縣林邊鄉,高雄市旗津區,7.0
4719,嘉義縣太保市,雲林縣斗南鎮,11.0
4720,新竹市東區,新竹市北區,2633.0
4721,高雄縣梓官鄉,台南市安平區,20.0
4722,彰化縣溪州鄉,雲林縣斗南鎮,27.0
4723,彰化縣溪湖鎮,彰化縣彰化市,1246.0
4724,桃園縣大園鄉,台北縣樹林市,64.0
4725,彰化縣田尾鄉,彰化縣鹿港鎮,39.0
4726,台南縣新市鄉,台南市南區,173.0
4727,桃園縣觀音鄉,新竹縣湖口鄉,63.0
4728,台南縣白河鎮,台南縣玉井鄉,3.0
4729,屏東縣屏東市,屏東縣萬巒鄉,63.0
4730,台中市中區,苗栗縣三義鄉,5.0
4731,台北市內湖區,台北市內湖區,182516.0
4732,台北市北投區,桃園縣蘆竹鄉,267.0
4733,台南縣歸仁鄉,台南縣新化鎮,343.0
4734,高雄縣梓官鄉,高雄縣大社鄉,107.0
4735,台北市萬華區,台北縣泰山鄉,214.0
4736,屏東縣南州鄉,高雄市前金區,18.0
4737,苗栗縣卓蘭鎮,台中市西屯區,98.0
4738,台南縣西港鄉,台南市北區,139.0
4739,台中縣潭子鄉,彰化縣芬園鄉,5.0
4740,屏東縣新埤鄉,屏東縣崁頂鄉,19.0
4741,高雄縣內門鄉,台南縣楠西鄉,3.0
4742,屏東縣佳冬鄉,屏東縣長治鄉,2.0
4743,台北縣三芝鄉,台北縣萬里鄉,10.0
4744,屏東縣屏東市,高雄縣旗山鎮,268.0
4745,台南縣仁德鄉,台南縣永康市,2536.0
4746,台中縣大安鄉,台中縣大甲鎮,3045.0
4747,台中市北屯區,台中縣大甲鎮,154.0
4748,高雄市左營區,高雄縣橋頭鄉,504.0
4749,雲林縣林內鄉,彰化縣社頭鄉,7.0
4750,高雄縣阿蓮鄉,高雄市前金區,28.0
4751,台南市東區,台南縣佳里鎮,127.0
4752,台中縣大甲鎮,台中市北區,277.0
4753,高雄縣岡山鎮,高雄縣永安鄉,807.0
4754,台南縣新市鄉,台南縣南化鄉,10.0
4755,台南縣學甲鎮,台南縣新市鄉,170.0
4756,雲林縣大埤鄉,雲林縣古坑鄉,16.0
4757,台北縣板橋市,台北縣新莊市,8977.0
4758,彰化縣永靖鄉,彰化縣員林鎮,2121.0
4759,台南市東區,高雄縣梓官鄉,20.0
4760,雲林縣林內鄉,雲林縣虎尾鎮,202.0
4761,屏東縣長治鄉,高雄市前鎮區,86.0
4762,宜蘭縣蘇澳鎮,宜蘭縣壯圍鄉,63.0
4763,南投縣名間鄉,南投縣鹿谷鄉,30.0
4764,台中縣后里鄉,台中縣潭子鄉,500.0
4765,台南縣關廟鄉,台南縣歸仁鄉,1723.0
4766,南投縣中寮鄉,彰化縣永靖鄉,1.0
4767,台中市南區,台中縣大安鄉,2.0
4768,高雄市苓雅區,高雄縣大樹鄉,413.0
4769,新竹縣橫山鄉,桃園縣平鎮市,44.0
4770,彰化縣芬園鄉,台中縣梧棲鎮,12.0
4771,高雄縣田寮鄉,高雄縣湖內鄉,26.0
4772,台北縣鶯歌鎮,台北市大安區,397.0
4773,台北縣五股鄉,台北市中正區,797.0
4774,雲林縣四湖鄉,嘉義縣東石鄉,11.0
4775,彰化縣埤頭鄉,雲林縣褒忠鄉,1.0
4776,台南縣鹽水鎮,台南市安南區,57.0
4777,台南縣東山鄉,嘉義縣義竹鄉,5.0
4778,屏東縣新埤鄉,屏東縣來義鄉,8.0
4779,高雄縣岡山鎮,台南縣歸仁鄉,74.0
4780,高雄縣燕巢鄉,高雄縣岡山鎮,1770.0
4781,苗栗縣三義鄉,苗栗縣卓蘭鎮,15.0
4782,嘉義縣阿里山,嘉義縣大埔鄉,11.0
4783,台北縣汐止市,台北市北投區,637.0
4784,台北縣永和市,台北市南港區,975.0
4785,南投縣名間鄉,南投縣水里鄉,103.0
4786,南投縣南投市,雲林縣林內鄉,10.0
4787,高雄縣永安鄉,台南市安平區,15.0
4788,高雄縣橋頭鄉,高雄縣湖內鄉,118.0
4789,台中縣清水鎮,台中市南區,324.0
4790,雲林縣西螺鎮,雲林縣北港鎮,26.0
4791,高雄市前鎮區,屏東縣林邊鄉,15.0
4792,台南縣佳里鎮,台南縣新營市,393.0
4793,基隆市仁愛區,基隆市中正區,1501.0
4794,彰化縣福興鄉,彰化縣秀水鄉,934.0
4795,台南縣安定鄉,台南市東區,310.0
4796,彰化縣福興鄉,台中市北區,68.0
4797,台中縣烏日鄉,南投縣草屯鎮,276.0
4798,彰化縣社頭鄉,彰化縣溪湖鎮,120.0
4799,台中縣太平市,台中市南屯區,1670.0
4800,台北市中山區,台北市大安區,4038.0
4801,台中縣神岡鄉,台中縣石岡鄉,43.0
4802,高雄市小港區,屏東縣屏東市,274.0
4803,彰化縣大城鄉,彰化縣埔鹽鄉,2.0
4804,台中縣龍井鄉,彰化縣和美鎮,61.0
4805,彰化縣社頭鄉,彰化縣大村鄉,237.0
4806,高雄縣六龜鄉,高雄縣美濃鎮,145.0
4807,彰化縣芳苑鄉,雲林縣西螺鎮,14.0
4808,苗栗縣苑裡鎮,台中縣豐原市,175.0
4809,桃園縣龍潭鄉,桃園縣大園鄉,328.0
4810,屏東縣泰武鄉,高雄縣大寮鄉,24.0
4811,屏東縣東港鎮,高雄縣仁武鄉,43.0
4812,屏東縣佳冬鄉,屏東縣佳冬鄉,18348.0
4813,台北市文山區,台北縣五股鄉,391.0
4814,台中縣太平市,台中縣潭子鄉,724.0
4815,屏東縣屏東市,高雄市三民區,1698.0
4816,高雄縣仁武鄉,高雄市前金區,223.0
4817,彰化縣大村鄉,台中縣大肚鄉,10.0
4818,屏東縣長治鄉,高雄縣鳳山市,198.0
4819,高雄縣鳥松鄉,高雄縣湖內鄉,20.0
4820,雲林縣水林鄉,雲林縣褒忠鄉,1.0
4821,台中縣大甲鎮,台中縣大雅鄉,100.0
4822,宜蘭縣礁溪鄉,台北縣深坑鄉,4.0
4823,彰化縣彰化市,彰化縣二林鎮,111.0
4824,高雄縣永安鄉,台南市中區,16.0
4825,台南縣南化鄉,高雄縣旗山鎮,26.0
4826,彰化縣永靖鄉,台中市西區,65.0
4827,苗栗縣頭份鎮,新竹縣竹北市,313.0
4828,台北縣蘆洲市,台北縣深坑鄉,53.0
4829,高雄市左營區,高雄市前鎮區,1968.0
4830,雲林縣斗六市,南投縣名間鄉,12.0
4831,台東縣金峰鄉,台東縣大武鄉,8.0
4832,台南縣玉井鄉,台南縣東山鄉,2.0
4833,台中縣大雅鄉,台中縣梧棲鎮,201.0
4834,嘉義縣布袋鎮,嘉義縣鹿草鄉,17.0
4835,台南縣安定鄉,台南縣仁德鄉,138.0
4836,新竹縣芎林鄉,新竹縣峨眉鄉,9.0
4837,屏東縣新園鄉,高雄縣鳥松鄉,62.0
4838,彰化縣埔鹽鄉,台中市南區,58.0
4839,嘉義縣朴子市,嘉義縣新港鄉,119.0
4840,彰化縣田中鎮,南投縣南投市,189.0
4841,台南市東區,台南縣麻豆鎮,246.0
4842,彰化縣大村鄉,彰化縣和美鎮,79.0
4843,雲林縣水林鄉,雲林縣虎尾鎮,70.0
4844,高雄縣阿蓮鄉,高雄縣阿蓮鄉,26101.0
4845,台南縣新市鄉,台南縣仁德鄉,192.0
4846,台北縣鶯歌鎮,台北市南港區,130.0
4847,雲林縣西螺鎮,彰化縣秀水鄉,5.0
4848,雲林縣元長鄉,嘉義縣溪口鄉,2.0
4849,南投縣國姓鄉,南投縣集集鎮,1.0
4850,桃園縣中壢市,台北縣鶯歌鎮,218.0
4851,台北縣金山鄉,台北縣瑞芳鎮,34.0
4852,屏東縣來義鄉,屏東縣獅子鄉,1.0
4853,台中縣沙鹿鎮,台中市東區,179.0
4854,台南縣官田鄉,台南縣七股鄉,4.0
4855,新竹市東區,新竹縣寶山鄉,197.0
4856,南投縣草屯鎮,彰化縣社頭鄉,11.0
4857,雲林縣北港鎮,雲林縣元長鄉,128.0
4858,高雄縣岡山鎮,屏東縣鹽埔鄉,30.0
4859,台北縣汐止市,基隆市暖暖區,117.0
4860,台北縣新店市,台北縣烏來鄉,172.0
4861,雲林縣崙背鄉,雲林縣北港鎮,29.0
4862,台南縣東山鄉,台南縣西港鄉,7.0
4863,台南縣南化鄉,台南縣玉井鄉,197.0
4864,台南市北區,高雄縣內門鄉,5.0
4865,苗栗縣三義鄉,台中市北屯區,30.0
4866,彰化縣伸港鄉,台中市北區,60.0
4867,台中縣新社鄉,苗栗縣大湖鄉,2.0
4868,雲林縣林內鄉,南投縣竹山鎮,125.0
4869,苗栗縣南庄鄉,苗栗縣後龍鎮,13.0
4870,基隆市暖暖區,台北縣蘆洲市,29.0
4871,台北縣中和市,宜蘭縣礁溪鄉,15.0
4872,新竹縣關西鎮,桃園縣新屋鄉,35.0
4873,屏東縣南州鄉,屏東縣萬丹鄉,22.0
4874,宜蘭縣宜蘭市,宜蘭縣五結鄉,840.0
4875,基隆市仁愛區,台北縣深坑鄉,18.0
4876,雲林縣褒忠鄉,雲林縣口湖鄉,6.0
4877,屏東縣三地門,屏東縣九如鄉,7.0
4878,台南縣歸仁鄉,台南縣新市鄉,433.0
4879,台北縣新店市,台北市中正區,9362.0
4880,桃園縣蘆竹鄉,桃園縣龍潭鄉,150.0
4881,新竹縣竹北市,新竹縣湖口鄉,2980.0
4882,雲林縣土庫鎮,雲林縣斗南鎮,160.0
4883,宜蘭縣羅東鎮,宜蘭縣頭城鎮,371.0
4884,雲林縣口湖鄉,雲林縣台西鄉,13.0
4885,屏東縣麟洛鄉,屏東縣萬丹鄉,49.0
4886,屏東縣麟洛鄉,屏東縣泰武鄉,1.0
4887,彰化縣北斗鎮,南投縣南投市,35.0
4888,高雄縣大寮鄉,屏東縣里港鄉,12.0
4889,彰化縣彰化市,彰化縣福興鄉,334.0
4890,高雄市左營區,高雄縣燕巢鄉,372.0
4891,台中縣東勢鎮,台中市北區,276.0
4892,嘉義縣中埔鄉,嘉義市西區,959.0
4893,桃園縣大溪鎮,台北市大同區,28.0
4894,台中縣東勢鎮,台中市北屯區,416.0
4895,高雄市苓雅區,屏東縣內埔鄉,280.0
4896,雲林縣虎尾鎮,彰化縣二林鎮,9.0
4897,新竹市北區,苗栗縣竹南鎮,231.0
4898,台南縣官田鄉,台南縣學甲鎮,19.0
4899,台北市內湖區,台北縣新店市,907.0
4900,台北縣三重市,台北縣新店市,1193.0
4901,苗栗縣竹南鎮,新竹縣竹北市,316.0
4902,桃園縣中壢市,台北縣新莊市,555.0
4903,屏東縣竹田鄉,高雄市新興區,69.0
4904,桃園縣龜山鄉,台北縣三峽鎮,73.0
4905,彰化縣彰化市,彰化縣田中鎮,230.0
4906,嘉義縣東石鄉,雲林縣口湖鄉,5.0
4907,花蓮縣花蓮市,花蓮縣壽豐鄉,267.0
4908,南投縣名間鄉,彰化縣北斗鎮,17.0
4909,雲林縣四湖鄉,雲林縣土庫鎮,13.0
4910,高雄縣茄萣鄉,台南市安平區,439.0
4911,台北市中正區,台北縣新店市,1326.0
4912,南投縣南投市,雲林縣西螺鎮,12.0
4913,台中市西區,台中縣梧棲鎮,126.0
4914,台南縣關廟鄉,台南縣西港鄉,20.0
4915,台中縣外埔鄉,台中縣豐原市,454.0
4916,彰化縣田尾鄉,南投縣竹山鎮,10.0
4917,台北縣淡水鎮,台北市中正區,1926.0
4918,桃園縣八德市,台北市文山區,145.0
4919,屏東縣鹽埔鄉,屏東縣高樹鄉,70.0
4920,高雄市新興區,屏東縣南州鄉,4.0
4921,新竹縣北埔鄉,桃園縣龍潭鄉,28.0
4922,桃園縣桃園市,台北市大安區,1537.0
4923,嘉義縣太保市,台南縣學甲鎮,1.0
4924,台北縣蘆洲市,台北縣三峽鎮,80.0
4925,彰化縣永靖鄉,彰化縣溪州鄉,45.0
4926,台中縣霧峰鄉,台中縣潭子鄉,103.0
4927,台中縣大雅鄉,苗栗縣三義鄉,15.0
4928,苗栗縣三義鄉,台中縣大雅鄉,20.0
4929,彰化縣伸港鄉,台中縣清水鎮,32.0
4930,嘉義縣中埔鄉,台南縣新營市,46.0
4931,彰化縣大城鄉,雲林縣元長鄉,2.0
4932,彰化縣北斗鎮,雲林縣斗六市,75.0
4933,屏東縣林邊鄉,屏東縣春日鄉,6.0
4934,台南縣善化鎮,台南縣北門鄉,7.0
4935,嘉義市東區,嘉義縣中埔鄉,734.0
4936,台中縣東勢鎮,台中市中區,409.0
4937,台南縣永康市,高雄縣內門鄉,13.0
4938,嘉義縣民雄鄉,嘉義縣大林鎮,472.0
4939,雲林縣元長鄉,彰化縣溪州鄉,4.0
4940,台北市大同區,台北縣石門鄉,5.0
4941,高雄縣岡山鎮,高雄縣彌陀鄉,289.0
