ind,origin,destination,flow
2371,台南縣仁德鄉,台南市中區,1151.0
2372,台北縣淡水鎮,台北市南港區,260.0
2373,台北市中正區,台北縣三重市,891.0
2374,台中市西屯區,台中市北區,1333.0
2375,台中市南區,台中縣大雅鄉,184.0
2376,台中縣大肚鄉,台中縣大里市,447.0
2377,台中縣外埔鄉,台中縣梧棲鎮,112.0
2378,基隆市安樂區,台北縣蘆洲市,51.0
2379,屏東縣崁頂鄉,屏東縣萬巒鄉,10.0
2380,屏東縣萬巒鄉,台東縣金峰鄉,1.0
2381,苗栗縣銅鑼鄉,苗栗縣大湖鄉,86.0
2382,高雄縣梓官鄉,高雄市鼓山區,195.0
2383,高雄縣橋頭鄉,台南縣歸仁鄉,21.0
2384,台北市文山區,台北縣汐止市,1120.0
2385,台中縣龍井鄉,台中縣潭子鄉,79.0
2386,苗栗縣頭屋鄉,新竹市香山區,32.0
2387,高雄縣仁武鄉,屏東縣鹽埔鄉,47.0
2388,南投縣魚池鄉,南投縣南投市,33.0
2389,苗栗縣卓蘭鎮,台中縣大里市,53.0
2390,屏東縣萬丹鄉,高雄市苓雅區,214.0
2391,屏東縣東港鎮,屏東縣春日鄉,4.0
2392,新竹縣竹東鎮,苗栗縣竹南鎮,83.0
2393,台中縣清水鎮,苗栗縣通霄鎮,18.0
2394,台中市北區,彰化縣花壇鄉,14.0
2395,桃園縣龜山鄉,台北市內湖區,150.0
2396,嘉義市西區,嘉義縣太保市,955.0
2397,台中縣太平市,台中縣神岡鄉,66.0
2398,屏東縣萬丹鄉,高雄市旗津區,23.0
2399,高雄縣美濃鎮,屏東縣鹽埔鄉,35.0
2400,台南縣善化鎮,台南縣西港鄉,190.0
2401,宜蘭縣大同鄉,宜蘭縣三星鄉,43.0
2402,南投縣鹿谷鄉,南投縣魚池鄉,5.0
2403,彰化縣二林鎮,雲林縣麥寮鄉,98.0
2404,宜蘭縣羅東鎮,宜蘭縣羅東鎮,51159.0
2405,台南縣仁德鄉,高雄縣燕巢鄉,27.0
2406,雲林縣土庫鎮,嘉義縣大林鎮,23.0
2407,南投縣集集鎮,彰化縣溪州鄉,1.0
2408,苗栗縣南庄鄉,新竹縣北埔鄉,4.0
2409,台南縣安定鄉,台南縣關廟鄉,6.0
2410,高雄縣燕巢鄉,高雄市前金區,60.0
2411,桃園縣大園鄉,桃園縣平鎮市,253.0
2412,屏東縣麟洛鄉,屏東縣萬巒鄉,24.0
2413,台北市信義區,台北縣石門鄉,10.0
2414,台中縣烏日鄉,台中縣潭子鄉,116.0
2415,桃園縣平鎮市,新竹縣湖口鄉,448.0
2416,新竹縣北埔鄉,新竹縣橫山鄉,30.0
2417,台南縣山上鄉,台南縣西港鄉,14.0
2418,台南縣關廟鄉,台南縣善化鎮,42.0
2419,桃園縣平鎮市,台北縣樹林市,213.0
2420,台北縣泰山鄉,台北市松山區,709.0
2421,高雄縣永安鄉,高雄市前金區,21.0
2422,台南縣玉井鄉,台南縣官田鄉,39.0
2423,彰化縣員林鎮,彰化縣溪州鄉,88.0
2424,彰化縣田中鎮,雲林縣大埤鄉,3.0
2425,嘉義縣竹崎鄉,嘉義縣大埔鄉,6.0
2426,台南市北區,台南市中區,1867.0
2427,台南市東區,台南縣山上鄉,54.0
2428,新竹縣新埔鎮,苗栗縣頭份鎮,38.0
2429,彰化縣員林鎮,台中市北屯區,263.0
2430,屏東縣崁頂鄉,屏東縣內埔鄉,81.0
2431,彰化縣二林鎮,台中縣大肚鄉,19.0
2432,南投縣南投市,台中市西區,421.0
2433,彰化縣線西鄉,台中縣沙鹿鎮,46.0
2434,台北縣永和市,台北市松山區,6303.0
2435,新竹市香山區,新竹市北區,3146.0
2436,台北縣萬里鄉,基隆市暖暖區,29.0
2437,高雄市新興區,高雄縣永安鄉,28.0
2438,台中市北區,台中市東區,595.0
2439,基隆市暖暖區,台北縣雙溪鄉,8.0
2440,台北縣五股鄉,台北縣石碇鄉,4.0
2441,南投縣草屯鎮,南投縣集集鎮,43.0
2442,彰化縣鹿港鎮,台中縣梧棲鎮,43.0
2443,苗栗縣苗栗市,苗栗縣大湖鄉,261.0
2444,台北市中正區,台北縣萬里鄉,10.0
2445,南投縣埔里鎮,台中縣太平市,192.0
2446,台北縣永和市,台北縣永和市,143468.0
2447,新竹縣關西鎮,新竹縣芎林鄉,148.0
2448,桃園縣龍潭鄉,新竹縣五峰鄉,2.0
2449,彰化縣田尾鄉,雲林縣虎尾鎮,40.0
2450,屏東縣萬丹鄉,高雄縣鳳山市,395.0
2451,苗栗縣三灣鄉,新竹縣竹東鎮,41.0
2452,南投縣集集鎮,台中縣霧峰鄉,23.0
2453,台中縣東勢鎮,台中縣東勢鎮,44693.0
2454,屏東縣新園鄉,高雄市前鎮區,253.0
2455,南投縣竹山鎮,雲林縣莿桐鄉,7.0
2456,雲林縣虎尾鎮,彰化縣芳苑鄉,5.0
2457,苗栗縣南庄鄉,新竹縣尖石鄉,2.0
2458,嘉義縣義竹鄉,台南縣北門鄉,2.0
2459,彰化縣埔心鄉,彰化縣田尾鄉,64.0
2460,高雄縣路竹鄉,高雄市楠梓區,392.0
2461,彰化縣線西鄉,彰化縣芬園鄉,11.0
2462,基隆市暖暖區,基隆市仁愛區,682.0
2463,彰化縣大村鄉,彰化縣芬園鄉,22.0
2464,雲林縣北港鎮,雲林縣北港鎮,36836.0
2465,屏東縣瑪家鄉,高雄縣大樹鄉,4.0
2466,彰化縣秀水鄉,南投縣草屯鎮,20.0
2467,台中縣大甲鎮,彰化縣伸港鄉,9.0
2468,彰化縣大村鄉,台中縣大里市,36.0
2469,雲林縣台西鄉,彰化縣大城鄉,3.0
2470,台中縣清水鎮,台中縣外埔鄉,26.0
2471,桃園縣大溪鎮,桃園縣八德市,1819.0
2472,苗栗縣南庄鄉,新竹縣五峰鄉,7.0
2473,台北縣烏來鄉,台北縣坪林鄉,3.0
2474,雲林縣林內鄉,南投縣名間鄉,7.0
2475,苗栗縣獅潭鄉,新竹縣五峰鄉,1.0
2476,台南縣新化鎮,高雄縣美濃鎮,1.0
2477,高雄縣阿蓮鄉,台南市中區,125.0
2478,台北縣泰山鄉,台北縣板橋市,665.0
2479,高雄市鹽埕區,高雄縣永安鄉,7.0
2480,高雄縣湖內鄉,高雄縣永安鄉,77.0
2481,雲林縣褒忠鄉,彰化縣北斗鎮,2.0
2482,高雄市旗津區,高雄縣鳥松鄉,57.0
2483,高雄縣彌陀鄉,高雄市旗津區,10.0
2484,台中市南屯區,彰化縣鹿港鎮,43.0
2485,高雄縣彌陀鄉,台南市北區,10.0
2486,台中縣太平市,南投縣草屯鎮,381.0
2487,高雄縣甲仙鄉,台南縣南化鄉,6.0
2488,嘉義縣太保市,嘉義縣太保市,26230.0
2489,彰化縣秀水鄉,彰化縣竹塘鄉,1.0
2490,彰化縣北斗鎮,彰化縣芳苑鄉,34.0
2491,高雄縣永安鄉,台南縣左鎮鄉,1.0
2492,彰化縣員林鎮,彰化縣田尾鄉,113.0
2493,苗栗縣三義鄉,苗栗縣三義鄉,13802.0
2494,台北市大安區,台北縣瑞芳鎮,26.0
2495,屏東縣屏東市,高雄縣橋頭鄉,50.0
2496,台北縣新店市,台北縣石碇鄉,143.0
2497,高雄縣茄萣鄉,高雄縣岡山鎮,165.0
2498,台中縣后里鄉,苗栗縣公館鄉,4.0
2499,台中縣大甲鎮,台中縣龍井鄉,84.0
2500,雲林縣麥寮鄉,彰化縣埤頭鄉,2.0
2501,彰化縣福興鄉,彰化縣線西鄉,19.0
2502,雲林縣土庫鎮,嘉義縣太保市,16.0
2503,台中市中區,彰化縣秀水鄉,1.0
2504,台北縣坪林鄉,基隆市暖暖區,4.0
2505,彰化縣伸港鄉,台中市西屯區,152.0
2506,雲林縣元長鄉,雲林縣東勢鄉,38.0
2507,高雄縣湖內鄉,台南市西區,111.0
2508,台中縣霧峰鄉,台中縣大雅鄉,80.0
2509,高雄縣仁武鄉,高雄市三民區,3116.0
2510,台中縣梧棲鎮,彰化縣鹿港鎮,32.0
2511,宜蘭縣宜蘭市,宜蘭縣三星鄉,140.0
2512,桃園縣大園鄉,新竹縣新埔鎮,4.0
2513,雲林縣崙背鄉,雲林縣麥寮鄉,943.0
2514,基隆市七堵區,台北市松山區,1444.0
2515,台南縣鹽水鎮,台南縣鹽水鎮,22390.0
2516,台南縣新市鄉,高雄縣茄萣鄉,14.0
2517,台南縣關廟鄉,台南縣新市鄉,226.0
2518,台北市信義區,台北市內湖區,2971.0
2519,新竹市北區,新竹縣峨眉鄉,5.0
2520,雲林縣崙背鄉,雲林縣斗六市,230.0
2521,彰化縣線西鄉,台中市北區,28.0
2522,苗栗縣公館鄉,苗栗縣竹南鎮,91.0
2523,高雄市新興區,屏東縣九如鄉,7.0
2524,雲林縣斗南鎮,嘉義縣竹崎鄉,8.0
2525,台南縣山上鄉,台南縣南化鄉,3.0
2526,屏東縣佳冬鄉,高雄市前鎮區,77.0
2527,台中縣豐原市,台中縣新社鄉,179.0
2528,台中縣梧棲鎮,彰化縣福興鄉,5.0
2529,高雄市新興區,高雄縣路竹鄉,145.0
2530,台中市北區,台中縣石岡鄉,20.0
2531,台北縣土城市,台北市中山區,2871.0
2532,屏東縣麟洛鄉,高雄縣林園鄉,24.0
2533,嘉義縣民雄鄉,嘉義縣太保市,325.0
2534,嘉義市西區,雲林縣元長鄉,15.0
2535,台中縣大肚鄉,台中縣外埔鄉,2.0
2536,屏東縣長治鄉,屏東縣霧台鄉,2.0
2537,宜蘭縣大同鄉,桃園縣復興鄉,1.0
2538,嘉義縣鹿草鄉,嘉義縣義竹鄉,19.0
2539,台北市松山區,台北縣雙溪鄉,4.0
2540,新竹縣關西鎮,新竹縣竹北市,723.0
2541,基隆市七堵區,台北縣土城市,57.0
2542,台北市文山區,台北縣中和市,1863.0
2543,雲林縣麥寮鄉,彰化縣芳苑鄉,4.0
2544,南投縣草屯鎮,彰化縣埔心鄉,4.0
2545,台中縣潭子鄉,苗栗縣三義鄉,29.0
2546,台南縣關廟鄉,台南縣佳里鎮,25.0
2547,台南縣新市鄉,台南縣玉井鄉,36.0
2548,台北縣萬里鄉,台北縣蘆洲市,11.0
2549,台南縣關廟鄉,高雄縣阿蓮鄉,119.0
2550,台北縣貢寮鄉,宜蘭縣頭城鎮,40.0
2551,屏東縣萬巒鄉,屏東縣萬巒鄉,19973.0
2552,屏東縣潮州鎮,屏東縣東港鎮,339.0
2553,高雄縣燕巢鄉,高雄縣杉林鄉,2.0
2554,台北市大安區,台北縣五股鄉,462.0
2555,台南縣白河鎮,台南縣白河鎮,28356.0
2556,桃園縣龍潭鄉,新竹縣芎林鄉,129.0
2557,台中縣清水鎮,台中市東區,132.0
2558,台南縣仁德鄉,台南縣仁德鄉,56587.0
2559,雲林縣斗南鎮,嘉義縣大林鎮,152.0
2560,台中市北區,台中市北屯區,1227.0
2561,新竹縣五峰鄉,新竹縣北埔鄉,6.0
2562,台中縣后里鄉,台中縣大里市,169.0
2563,屏東縣萬巒鄉,屏東縣佳冬鄉,48.0
2564,台南縣麻豆鎮,台南縣新市鄉,369.0
2565,彰化縣員林鎮,台中縣霧峰鄉,91.0
2566,台北縣深坑鄉,台北縣平溪鄉,26.0
2567,屏東縣潮州鎮,屏東縣春日鄉,19.0
2568,苗栗縣三灣鄉,新竹縣芎林鄉,6.0
2569,花蓮縣吉安鄉,花蓮縣秀林鄉,268.0
2570,台南縣南化鄉,台南縣龍崎鄉,2.0
2571,南投縣鹿谷鄉,彰化縣田中鎮,35.0
2572,屏東縣萬丹鄉,高雄縣林園鄉,127.0
2573,台北縣中和市,台北縣深坑鄉,559.0
2574,新竹市北區,新竹縣湖口鄉,1155.0
2575,高雄縣大社鄉,高雄市前鎮區,215.0
2576,花蓮縣萬榮鄉,花蓮縣瑞穗鄉,247.0
2577,台北市中山區,基隆市暖暖區,25.0
2578,台東縣鹿野鄉,台東縣成功鎮,3.0
2579,新竹市香山區,桃園縣楊梅鎮,72.0
2580,彰化縣秀水鄉,彰化縣鹿港鎮,355.0
2581,彰化縣埔心鄉,雲林縣虎尾鎮,39.0
2582,台東縣延平鄉,台東縣關山鎮,43.0
2583,南投縣魚池鄉,南投縣竹山鎮,11.0
2584,台南縣佳里鎮,台南市南區,284.0
2585,高雄縣大樹鄉,高雄市鼓山區,150.0
2586,高雄縣鳥松鄉,高雄市前鎮區,627.0
2587,台北縣石門鄉,台北市大同區,27.0
2588,台中縣神岡鄉,台中縣新社鄉,54.0
2589,彰化縣溪州鄉,彰化縣田中鎮,788.0
2590,南投縣南投市,彰化縣北斗鎮,21.0
2591,台南縣柳營鄉,嘉義縣六腳鄉,4.0
2592,台南縣南化鄉,台南縣官田鄉,5.0
2593,台北市中正區,台北市大安區,7939.0
2594,台南縣玉井鄉,台南縣大內鄉,35.0
2595,雲林縣西螺鎮,嘉義縣溪口鄉,1.0
2596,台中市南區,彰化縣秀水鄉,20.0
2597,苗栗縣三義鄉,苗栗縣公館鄉,31.0
2598,新竹縣湖口鄉,新竹縣新豐鄉,1799.0
2599,高雄縣田寮鄉,高雄縣鳥松鄉,16.0
2600,桃園縣八德市,桃園縣大園鄉,1126.0
2601,高雄市左營區,高雄縣彌陀鄉,39.0
2602,台中市南區,南投縣南投市,252.0
2603,高雄縣內門鄉,高雄縣大樹鄉,44.0
2604,屏東縣鹽埔鄉,高雄縣大樹鄉,29.0
2605,台南縣大內鄉,台南縣新營市,152.0
2606,高雄市前金區,高雄市鼓山區,379.0
2607,台中縣大安鄉,台中縣大肚鄉,5.0
2608,雲林縣水林鄉,嘉義縣東石鄉,20.0
2609,桃園縣新屋鄉,新竹縣竹東鎮,35.0
2610,高雄縣路竹鄉,台南市東區,730.0
2611,彰化縣田中鎮,彰化縣溪州鄉,109.0
2612,雲林縣麥寮鄉,雲林縣口湖鄉,1.0
2613,宜蘭縣頭城鎮,基隆市信義區,8.0
2614,屏東縣崁頂鄉,屏東縣東港鎮,263.0
2615,高雄縣田寮鄉,高雄市楠梓區,65.0
2616,台北縣鶯歌鎮,台北市萬華區,131.0
2617,屏東縣九如鄉,高雄縣林園鄉,17.0
2618,台北縣瑞芳鎮,台北市士林區,28.0
2619,屏東縣內埔鄉,屏東縣高樹鄉,43.0
2620,雲林縣古坑鄉,嘉義縣竹崎鄉,4.0
2621,台北市南港區,台北市松山區,4943.0
2622,台北縣樹林市,桃園縣八德市,119.0
2623,高雄市苓雅區,高雄市新興區,3590.0
2624,台南縣關廟鄉,台南市安南區,109.0
2625,屏東縣崁頂鄉,高雄縣仁武鄉,23.0
2626,嘉義縣太保市,雲林縣水林鄉,1.0
2627,台北縣土城市,台北縣三芝鄉,21.0
2628,台中市北屯區,彰化縣線西鄉,7.0
2629,高雄縣林園鄉,高雄市鼓山區,158.0
2630,台南縣東山鄉,高雄縣甲仙鄉,1.0
2631,台北縣汐止市,台北市萬華區,534.0
2632,新竹縣新豐鄉,新竹縣湖口鄉,5626.0
2633,台北市大安區,台北縣深坑鄉,481.0
2634,台中市西屯區,台中縣新社鄉,44.0
2635,雲林縣東勢鄉,嘉義市西區,14.0
2636,屏東縣長治鄉,屏東縣崁頂鄉,2.0
2637,台北縣瑞芳鎮,台北市松山區,921.0
2638,彰化縣大城鄉,彰化縣田尾鄉,2.0
2639,雲林縣斗六市,南投縣竹山鎮,153.0
2640,屏東縣高樹鄉,屏東縣屏東市,972.0
2641,高雄縣美濃鎮,屏東縣屏東市,191.0
2642,高雄縣仁武鄉,高雄縣彌陀鄉,15.0
2643,新竹縣橫山鄉,新竹縣橫山鄉,9726.0
2644,台南縣龍崎鄉,台南縣仁德鄉,114.0
2645,南投縣水里鄉,南投縣信義鄉,178.0
2646,雲林縣北港鎮,雲林縣口湖鄉,87.0
2647,彰化縣社頭鄉,彰化縣二林鎮,42.0
2648,高雄縣仁武鄉,屏東縣里港鄉,11.0
2649,苗栗縣大湖鄉,苗栗縣獅潭鄉,19.0
2650,台南縣仁德鄉,台南市安平區,390.0
2651,嘉義縣太保市,嘉義縣竹崎鄉,12.0
2652,台南縣後壁鄉,雲林縣北港鎮,9.0
2653,桃園縣八德市,台北縣中和市,198.0
2654,苗栗縣後龍鎮,苗栗縣銅鑼鄉,60.0
2655,台北縣萬里鄉,台北縣萬里鄉,14265.0
2656,台南縣東山鄉,台南縣下營鄉,6.0
2657,苗栗縣後龍鎮,苗栗縣大湖鄉,38.0
2658,桃園縣楊梅鎮,桃園縣平鎮市,2692.0
2659,彰化縣福興鄉,彰化縣永靖鄉,11.0
2660,台中縣烏日鄉,彰化縣和美鎮,63.0
2661,台北縣土城市,台北縣鶯歌鎮,372.0
2662,屏東縣鹽埔鄉,屏東縣南州鄉,2.0
2663,苗栗縣南庄鄉,苗栗縣公館鄉,2.0
2664,嘉義縣六腳鄉,嘉義市東區,588.0
2665,雲林縣莿桐鄉,彰化縣田中鎮,16.0
2666,台南市東區,台南市北區,1836.0
2667,高雄縣阿蓮鄉,台南縣新化鎮,24.0
2668,台南縣柳營鄉,台南縣安定鄉,7.0
2669,南投縣草屯鎮,南投縣竹山鎮,90.0
2670,雲林縣西螺鎮,雲林縣林內鄉,20.0
2671,台北縣深坑鄉,台北縣瑞芳鎮,7.0
2672,嘉義縣新港鄉,雲林縣大埤鄉,6.0
2673,彰化縣伸港鄉,台中縣大肚鄉,30.0
2674,宜蘭縣宜蘭市,台北縣石碇鄉,10.0
2675,南投縣名間鄉,台中縣霧峰鄉,93.0
2676,台北市文山區,台北縣板橋市,1305.0
2677,台北市文山區,台北市萬華區,994.0
2678,彰化縣線西鄉,彰化縣福興鄉,5.0
2679,彰化縣伸港鄉,台中縣烏日鄉,140.0
2680,新竹縣新埔鎮,桃園縣新屋鄉,28.0
2681,新竹縣竹東鎮,桃園縣復興鄉,5.0
2682,屏東縣新園鄉,高雄縣大社鄉,15.0
2683,台中縣烏日鄉,台中縣沙鹿鎮,194.0
2684,台北縣萬里鄉,台北縣石碇鄉,2.0
2685,新竹縣北埔鄉,苗栗縣竹南鎮,16.0
2686,台中縣大肚鄉,彰化縣線西鄉,21.0
2687,台北市南港區,台北市中山區,2214.0
2688,彰化縣永靖鄉,台中市南屯區,94.0
2689,南投縣國姓鄉,彰化縣芬園鄉,7.0
2690,彰化縣彰化市,彰化縣田尾鄉,16.0
2691,苗栗縣通霄鎮,苗栗縣西湖鄉,91.0
2692,屏東縣三地門,屏東縣三地門,4644.0
2693,嘉義縣鹿草鄉,嘉義縣鹿草鄉,16973.0
2694,台中市南屯區,台中市西區,1193.0
2695,雲林縣斗南鎮,彰化縣二林鎮,5.0
2696,台南縣六甲鄉,台南縣西港鄉,4.0
2697,台中市東區,台中市南屯區,594.0
2698,彰化縣線西鄉,彰化縣鹿港鎮,321.0
2699,台中縣太平市,台中縣烏日鄉,701.0
2700,台東縣海端鄉,花蓮縣富里鄉,1.0
2701,苗栗縣銅鑼鄉,苗栗縣苗栗市,1401.0
2702,台南市南區,台南市南區,110385.0
2703,彰化縣花壇鄉,南投縣草屯鎮,68.0
2704,台南縣左鎮鄉,台南縣南化鄉,9.0
2705,台中市西區,台中縣東勢鎮,35.0
2706,台北市文山區,宜蘭縣頭城鎮,3.0
2707,台南縣永康市,高雄縣燕巢鄉,56.0
2708,新竹縣竹東鎮,新竹縣峨眉鄉,48.0
2709,台南市北區,台南縣官田鄉,139.0
2710,台中縣龍井鄉,台中縣神岡鄉,31.0
2711,台中縣烏日鄉,台中市南區,2411.0
2712,彰化縣花壇鄉,彰化縣芬園鄉,15.0
2713,台南縣善化鎮,台南縣玉井鄉,41.0
2714,台北縣三芝鄉,台北縣汐止市,23.0
2715,台南市安南區,台南縣新市鄉,991.0
2716,台北市萬華區,台北市中山區,4275.0
2717,高雄縣岡山鎮,台南縣仁德鄉,369.0
2718,台中縣神岡鄉,台中市北屯區,593.0
2719,台北市南港區,台北縣新莊市,422.0
2720,高雄市鹽埕區,高雄市前金區,523.0
2721,雲林縣莿桐鄉,雲林縣斗南鎮,181.0
2722,彰化縣埔心鄉,台中市中區,118.0
2723,台南縣仁德鄉,高雄縣內門鄉,3.0
2724,基隆市中山區,台北縣瑞芳鎮,226.0
2725,彰化縣埔鹽鄉,彰化縣溪湖鎮,1012.0
2726,台東縣鹿野鄉,台東縣鹿野鄉,7023.0
2727,高雄縣鳳山市,高雄縣鳥松鄉,2839.0
2728,台南市東區,台南縣西港鄉,124.0
2729,台中縣潭子鄉,台中市南屯區,831.0
2730,台北縣鶯歌鎮,台北縣板橋市,747.0
2731,彰化縣大村鄉,彰化縣大村鄉,29807.0
2732,屏東縣內埔鄉,高雄市小港區,339.0
2733,彰化縣彰化市,台中縣新社鄉,9.0
2734,台北市中正區,台北市大同區,1094.0
2735,台中縣烏日鄉,彰化縣線西鄉,9.0
2736,彰化縣田尾鄉,彰化縣二水鄉,15.0
2737,高雄縣永安鄉,屏東縣九如鄉,2.0
2738,台南縣東山鄉,台南縣山上鄉,1.0
2739,桃園縣大園鄉,台北縣土城市,37.0
2740,彰化縣竹塘鄉,彰化縣員林鎮,134.0
2741,台北縣三重市,台北市松山區,6786.0
2742,台南縣官田鄉,台南縣善化鎮,281.0
2743,新竹縣竹北市,新竹縣橫山鄉,29.0
2744,高雄縣旗山鎮,高雄縣燕巢鄉,116.0
2745,台北市大同區,基隆市仁愛區,15.0
2746,台南縣佳里鎮,台南縣玉井鄉,6.0
2747,台南縣佳里鎮,台南縣西港鄉,934.0
2748,台北市大安區,台北市士林區,2140.0
2749,雲林縣莿桐鄉,彰化縣二林鎮,4.0
2750,高雄縣茄萣鄉,高雄縣彌陀鄉,7.0
2751,屏東縣萬巒鄉,高雄市苓雅區,56.0
2752,台中市北區,台中縣豐原市,566.0
2753,彰化縣埔心鄉,雲林縣西螺鎮,14.0
2754,台中縣大肚鄉,台中縣清水鎮,339.0
2755,新竹縣關西鎮,新竹縣新豐鄉,252.0
2756,嘉義縣東石鄉,嘉義縣太保市,75.0
2757,高雄縣燕巢鄉,台南市北區,15.0
2758,台南縣玉井鄉,台南縣柳營鄉,19.0
2759,台中縣霧峰鄉,台中縣大肚鄉,56.0
2760,台北市內湖區,台北縣泰山鄉,194.0
2761,彰化縣竹塘鄉,彰化縣大城鄉,29.0
2762,高雄縣湖內鄉,台南縣新化鎮,36.0
2763,桃園縣八德市,新竹縣芎林鄉,80.0
2764,高雄市三民區,高雄縣林園鄉,543.0
2765,屏東縣九如鄉,高雄市楠梓區,70.0
2766,台北縣樹林市,桃園縣大園鄉,212.0
2767,台北縣石門鄉,台北市萬華區,6.0
2768,雲林縣大埤鄉,雲林縣林內鄉,3.0
2769,屏東縣東港鎮,高雄市前鎮區,290.0
2770,台中縣大雅鄉,台中市北屯區,1311.0
2771,南投縣水里鄉,南投縣草屯鎮,100.0
2772,桃園縣龜山鄉,台北市大同區,192.0
2773,高雄縣茄萣鄉,台南縣仁德鄉,944.0
2774,雲林縣崙背鄉,彰化縣竹塘鄉,4.0
2775,彰化縣伸港鄉,台中市北屯區,67.0
2776,台中市北屯區,台中縣沙鹿鎮,690.0
2777,台南縣鹽水鎮,台南縣學甲鎮,174.0
2778,台南縣柳營鄉,台南縣柳營鄉,19242.0
2779,高雄市鼓山區,高雄市三民區,4722.0
2780,台南縣歸仁鄉,台南市西區,230.0
2781,台南縣安定鄉,台南縣歸仁鄉,39.0
2782,台南縣六甲鄉,嘉義縣大埔鄉,2.0
2783,彰化縣田尾鄉,台中縣霧峰鄉,16.0
2784,台北市內湖區,台北縣三芝鄉,32.0
2785,南投縣竹山鎮,彰化縣社頭鄉,7.0
2786,台南縣白河鎮,嘉義縣水上鄉,276.0
2787,桃園縣龜山鄉,桃園縣新屋鄉,45.0
2788,彰化縣田中鎮,彰化縣員林鎮,1291.0
2789,彰化縣埤頭鄉,彰化縣田中鎮,323.0
2790,高雄縣田寮鄉,高雄市前金區,9.0
2791,嘉義縣大埔鄉,嘉義縣大埔鄉,2471.0
2792,台中市北區,台中縣大雅鄉,443.0
2793,南投縣鹿谷鄉,南投縣集集鎮,20.0
2794,台北縣瑞芳鎮,台北市信義區,297.0
2795,台南縣龍崎鄉,台南縣龍崎鄉,2519.0
2796,台中市西屯區,台中市南屯區,1838.0
2797,台南縣歸仁鄉,高雄縣茄萣鄉,40.0
2798,台南市東區,高雄縣彌陀鄉,7.0
2799,高雄市前鎮區,高雄縣大寮鄉,1856.0
2800,花蓮縣吉安鄉,花蓮縣花蓮市,10934.0
2801,台中市西屯區,台中市中區,777.0
2802,台南縣西港鄉,台南縣七股鄉,116.0
2803,彰化縣溪湖鎮,彰化縣大村鄉,134.0
2804,屏東縣麟洛鄉,高雄縣橋頭鄉,3.0
2805,台南縣永康市,台南縣學甲鎮,65.0
2806,基隆市七堵區,台北縣平溪鄉,2.0
2807,高雄縣杉林鄉,高雄縣阿蓮鄉,4.0
2808,桃園縣大園鄉,台北縣新莊市,161.0
2809,新竹縣寶山鄉,桃園縣平鎮市,11.0
2810,高雄縣阿蓮鄉,高雄縣岡山鎮,2322.0
2811,台中縣外埔鄉,台中市南屯區,114.0
2812,基隆市仁愛區,台北縣石門鄉,3.0
2813,雲林縣崙背鄉,彰化縣永靖鄉,2.0
2814,屏東縣鹽埔鄉,屏東縣長治鄉,105.0
2815,台南縣柳營鄉,台南縣永康市,174.0
2816,雲林縣口湖鄉,雲林縣元長鄉,12.0
2817,台北市信義區,台北縣金山鄉,38.0
2818,桃園縣蘆竹鄉,台北縣林口鄉,991.0
2819,台南縣大內鄉,台南縣善化鎮,488.0
2820,台中市東區,台中市北屯區,597.0
2821,台南縣新化鎮,台南縣關廟鄉,148.0
2822,雲林縣西螺鎮,彰化縣花壇鄉,4.0
2823,台中縣龍井鄉,彰化縣彰化市,287.0
2824,苗栗縣通霄鎮,苗栗縣獅潭鄉,2.0
2825,新竹市東區,苗栗縣南庄鄉,7.0
2826,高雄市旗津區,高雄市楠梓區,143.0
2827,雲林縣虎尾鎮,彰化縣埤頭鄉,3.0
2828,高雄縣內門鄉,高雄縣內門鄉,13838.0
2829,台南縣歸仁鄉,台南縣佳里鎮,32.0
2830,雲林縣西螺鎮,嘉義縣大林鎮,38.0
2831,台北市內湖區,基隆市中山區,72.0
2832,台北縣永和市,台北縣石門鄉,7.0
2833,台北市中山區,基隆市安樂區,29.0
2834,屏東縣九如鄉,屏東縣三地門,7.0
2835,桃園縣中壢市,新竹縣湖口鄉,510.0
2836,南投縣鹿谷鄉,雲林縣莿桐鄉,2.0
2837,彰化縣永靖鄉,雲林縣斗六市,50.0
2838,台中縣后里鄉,台中縣清水鎮,110.0
2839,彰化縣竹塘鄉,雲林縣莿桐鄉,3.0
2840,高雄市前鎮區,高雄市鼓山區,731.0
2841,屏東縣東港鎮,高雄市旗津區,21.0
2842,宜蘭縣礁溪鄉,宜蘭縣三星鄉,18.0
2843,嘉義縣布袋鎮,台南縣柳營鄉,49.0
2844,彰化縣埤頭鄉,彰化縣花壇鄉,25.0
2845,屏東縣春日鄉,屏東縣南州鄉,2.0
2846,台南縣善化鎮,台南市中區,281.0
2847,屏東縣九如鄉,高雄縣大寮鄉,117.0
2848,新竹縣湖口鄉,新竹縣寶山鄉,18.0
2849,彰化縣大城鄉,彰化縣埔心鄉,3.0
2850,台北縣樹林市,台北市中山區,1388.0
2851,彰化縣鹿港鎮,彰化縣大城鄉,3.0
2852,南投縣南投市,雲林縣斗六市,142.0
2853,嘉義縣大林鎮,嘉義縣水上鄉,119.0
2854,台南市安平區,台南縣永康市,1127.0
2855,彰化縣田尾鄉,彰化縣田尾鄉,20815.0
2856,台北市北投區,台北縣新莊市,1309.0
2857,雲林縣口湖鄉,嘉義縣民雄鄉,140.0
2858,台中市中區,彰化縣社頭鄉,1.0
2859,新竹市東區,新竹市香山區,1543.0
